rank	corpus_id	title	confidence	is_relevant	reasoning
11	272682628	Single-Cell RNA Sequencing Revealing that MMP12+ Macrophages are Associated with Cancer Liver Metastasis.	1.000	True	{'Condition Object': 'Colorectal cancer [CRC] liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'Single-Cell RNA Sequencing', 'colorectal liver metastasis': 'liver metastasis of Colorectal cancer [CRC]'}}
12	280317776	Integration of Untargeted Metabolomics, Network Pharmacology, Single-Cell RNA Sequencing, and Molecular Dynamics Simulation Reveals GOT1, CYP1A2, and CA2 as Potential Targets of Huang Qin Decoction Preventing Colorectal Cancer Liver Metastasis	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing (scRNA-seq)', 'colorectal liver metastasis': 'colorectal cancer liver metastasis'}}
13	279538753	Liver metastasis or peritoneal metastasis: single-cell RNA sequencing reveals the organotropism in colorectal cancer is driven by distinct partial-EMT processes.	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'disease_site': ['colorectal cancer', 'liver metastasis'], 'methodology': ['single-cell RNA sequencing']}}
14	256192531	Molecular differences of angiogenic versus vessel co-opting colorectal cancer liver metastases at single-cell resolution	1.000	True	{'Condition Object': 'colorectal cancer liver metastases (CRCLM)', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing', 'colorectal liver metastasis': 'colorectal cancer liver metastases (CRCLM)'}}
15	275782148	Comprehensive single-cell atlas of colorectal neuroendocrine tumors with liver metastases: unraveling tumor microenvironment heterogeneity between primary lesions and metastases	0.000	False	{'Condition Object': "The paper studies colorectal neuroendocrine tumors with liver metastases (CRNELM), which does not exactly match 'colorectal liver metastases CRLM'.", 'Required Elements': {'single-cell RNA sequencing': 'Present in the abstract.', 'colorectal liver metastasis/CRLM': "Not explicitly mentioned; the paper discusses 'colorectal neuroendocrine tumors with liver metastases (CRNELM)'."}}
16	268644806	Abstract 6806: Single cell RNA sequencing of human and murine cancers demonstrates metastases-specific neutrophil phenotypes driven by the IL-1β/CXCR2 signaling axis - Disruption of this pathway abrogates neutrophil immunosuppressive effects and reduces tumor burden	0.000	False	{'Condition Object': 'colorectal liver metastases CRLM', 'Required Elements': {'single-cell RNA sequencing': 'present', 'colorectal': 'present', 'liver metastasis': 'absent', 'CRLM': 'absent'}}
17	249734097	Abstract 892: Single-cell RNA sequencing of patient-derived organoid reveals treatment-induced tumor resistance through cancer stem cells	1.000	True	{'Condition Object': 'colorectal cancer (CRC) with liver metastasis', 'Required Elements': {'single-cell technique': 'single-cell RNA sequencing', 'site/disease': 'colorectal cancer (CRC), liver metastasis'}}
18	249716741	Abstract 6066: Elucidating cancer stem cells heterogeneity in colorectal cancer by single-cell RNA sequencing	1.000	True	{'Condition Object': 'colorectal cancer and liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing (scRNA-seq)', 'colorectal': 'CRC', 'liver metastasis': 'liver metastasis'}}
19	247010897	Revealing the transcriptional heterogeneity of organ‐specific metastasis in human gastric cancer using single‐cell RNA Sequencing	0.000	False	{'Condition Object': "The condition object 'Colorectal liver metastases CRLM' is not mentioned. The study focuses on gastric cancer metastasis.", 'Required Elements': {'single-cell RNA sequencing': 'Present in the abstract.', 'colorectal': 'Not present.', 'liver metastasis': 'Present in the abstract, but not in the context of colorectal cancer.'}}
20	269588362	Comparison of Different Approaches to Single Cell RNA Sequencing of Cancer Associated Fibroblasts	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases CRLM' is not present. The abstract mentions 'pancreatic ductal adenocarcinoma (PDAC)' and 'liver metastases', but not 'colorectal'.", 'Required Elements': {'Single-cell RNA sequencing': "The term 'single cell RNA sequencing' is mentioned in the title, satisfying this required element.", 'Colorectal liver metastasis/CRLM': "The term 'colorectal' is not present, and while 'liver metastases' is mentioned, it is in the context of pancreatic cancer, not colorectal cancer."}}
21	275497006	Integrated single-cell RNA sequencing reveals the tumor heterogeneity and microenvironment landscape during liver metastasis in adenocarcinoma of esophagogastric junction	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' or 'CRLM' is not mentioned. The paper focuses on 'adenocarcinoma of the esophagogastric junction (AEGJ)' and its liver metastasis.", 'Required Elements': {'single-cell RNA sequencing': 'Present in the abstract.', 'colorectal liver metastasis/CRLM': "Not present. The paper discusses 'AEGJ liver metastasis'.", 'liver metastasis': 'Present in the abstract, but not in the context of colorectal cancer.'}}
22	269234862	Investigating the Cell Origin and Liver Metastasis Factors of Colorectal Cancer by Single-Cell Transcriptome Analysis	1.000	True	{'Condition Object': 'Colorectal cancer liver metastasis', 'Required Elements': {'Disease + Site': ['colorectal cancer', 'liver metastasis'], 'Methodology': ['single-cell transcriptome analysis', 'single-cell RNA sequencing']}}
23	271885241	Viscoelastic properties of colorectal liver metastases reflect tumour cell viability	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM) is mentioned', 'Required Elements': {'single cell RNA sequencing': 'not mentioned', 'methodology': 'ex vivo MRE, biomechanical properties, histological analysis are mentioned but not single-cell RNA sequencing'}}
24	259938502	Characterising neutrophil subtypes in cancer using human and murine single-cell RNA sequencing datasets	0.000	False	The abstract mentions 'colorectal cancer (CRC)' and 'single-cell RNA-sequencing', but it does not explicitly mention 'liver metastasis' or any of its allowed variants ('liver mets', 'CRLM'). Therefore, the paper does not meet all the required elements for the topic 'Colorectal liver metastases CRLM single cell RNA sequencing'.
25	257996456	Abstract 2454: Identification of colorectal cancer stem cells from single cell RNA sequencing	1.000	True	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'disease_site': ['colorectal', 'liver metastasis'], 'methodology': ['single cell RNA sequencing', 'scRNA-seq']}}
26	266676885	Identification of colorectal cancer cell stemness from single-cell RNA sequencing.	1.000	True	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'disease_site': ['colorectal', 'liver metastatic tumors'], 'methodology': ['single-cell RNA sequencing']}}
27	274654312	Molecular characterization of the histopathological growth patterns of colorectal cancer liver metastases by RNA sequencing of targeted samples at the tumor-liver interface.	0.000	False	{'Condition Object': 'colorectal cancer liver metastases', 'Required Elements': {'single-cell RNA sequencing': 'not found', 'colorectal liver metastasis': "found ('colorectal cancer liver metastases')"}}
28	265507551	Single-cell transcriptomic analysis deciphers heterogenous cancer stem-like cells in colorectal cancer and their organ-specific metastasis	1.000	True	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'disease_site': ['colorectal cancer', 'metastases in the liver'], 'methodology': ['single-cell RNA sequencing']}}
29	267579342	Th17 cells secrete TWEAK to trigger epithelial-mesenchymal transition and promote colorectal cancer liver metastasis.	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis (CRLM)', 'Required Elements': {'disease + site': ['colorectal cancer', 'liver metastasis'], 'methodology': ['single-cell RNA sequencing']}}
30	274134353	Abstract B019: Regulatory macrophages contribute to tumor cell plasticity in colorectal cancer metastases	1.000	True	{'Condition Object': 'colorectal cancer metastases', 'Required Elements': {'colorectal': 'colorectal', 'liver metastasis': 'liver, lung, and peritoneal metastases', 'single-cell RNA sequencing': 'single-cell RNA sequencing'}}
31	258808598	Patient-derived xenografts and single-cell sequencing identifies three subtypes of tumor-reactive lymphocytes in uveal melanoma metastases	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' or 'CRLM' is not mentioned.", 'Required Elements': {'single-cell RNA sequencing': "Present as 'single-cell RNA sequencing'.", 'colorectal liver metastasis': "Not present. The abstract mentions 'liver metastases' but in the context of uveal melanoma, not colorectal cancer."}}
32	245992858	Evolution of tumor microenvironment in colorectal liver metastases under treatment stress	0.000	False	The abstract mentions 'colorectal liver metastases (CRLM)' and 'RNA sequencing (RNA-seq)', but does not explicitly mention any variant of 'single cell' or 'single-cell' RNA sequencing. Therefore, it does not meet all the required elements.
33	211113631	Comparative single-cell RNA sequencing (scRNA-seq) reveals liver metastasis–specific targets in a patient with small intestinal neuroendocrine cancer	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastasis' is not present. The paper discusses 'small intestinal neuroendocrine cancer' and its liver metastasis.", 'Required Elements': {'single-cell RNA sequencing': "Present as 'single-cell RNA sequencing (scRNA-seq)'", 'colorectal': "Not present. The paper focuses on 'small intestinal neuroendocrine cancer'.", 'liver metastasis': 'Present'}}
34	259183066	Single-cell and spatial transcriptome analysis reveals the cellular heterogeneity of liver metastatic colorectal cancer	1.000	True	{'Condition Object': 'colorectal cancer (CRC) and well-matched liver metastatic CRC', 'Required Elements': {'single-cell RNA sequencing': 'single-cell and spatial transcriptome RNA sequencing', 'colorectal liver metastasis': 'liver metastatic colorectal cancer'}}
35	280006961	Differential prognostic roles and clinical implications of mitochondrial and genomic tRNA-derived fragments in colorectal liver metastases	0.000	False	The paper does not mention any of the allowed exact variants for single-cell techniques (['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']). The paper focuses on small RNA sequencing (sRNA-seq) but does not specify it as single-cell RNA sequencing.
36	275065291	snRNA-seq of long-preserved FFPE samples from colorectal liver metastasis lesions with diverse prognoses	1.000	True	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'disease_site': ['colorectal', 'liver metastasis'], 'methodology': ['single-nucleus RNA sequencing', 'snRNA-seq']}}
37	268656829	Abstract 3786: Genomic and transcriptomic characterization of peritoneal, lung and liver metastases of colorectal carcinoma reveals site-specific differences	0.000	False	{'Condition Object': 'colorectal liver metastases', 'Required Elements': {'site/disease': "liver metastases (matched term: 'liver metastases')", 'methodology': 'single cell RNA sequencing (no match found)'}}
38	272115545	PD-1 blockade combined with chemotherapy and bevacizumab in DNA mismatch repair-proficient/microsatellite stable colorectal liver metastases	0.000	False	The required element 'single cell' or any of its variants ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'] is missing from the title and abstract.
39	273847308	Targeting SLITRK4 Restrains Proliferation and Liver Metastasis in Colorectal Cancer via Regulating PI3K/AKT/NFκB Pathway and Tumor‐Associated Macrophage	1.000	True	{'Condition Object': 'Colorectal liver metastasis (CRC liver metastasis)', 'Required Elements': {'Disease + Site': ['colorectal cancer (CRC)', 'liver metastasis'], 'Methodology': ['single-cell RNA sequencing']}}
40	268658807	Abstract 3718: Deciphering the role of TREM2+ tumor-associated macrophages as mediators of immunoresistance in micro-satellite stable colorectal metastases	1.000	True	{'Condition Object': 'Colorectal Cancer (CRC) liver metastases', 'Required Elements': {'disease + site': ['colorectal cancer (crc)', 'liver'], 'methodology': ['single-cell rna-sequencing (scRNA-seq)']}}
41	269358841	Single-Cell and Spatial Transcriptome Profiling Identifies the Transcription Factor BHLHE40 as a Driver of EMT in Metastatic Colorectal Cancer.	1.000	True	{'Condition Object': 'Colorectal cancer (CRC) with liver metastasis', 'Required Elements': {'Disease + Site': ['Colorectal cancer (CRC)', 'liver metastasis'], 'Methodology': ['single-cell RNA-sequencing (scRNA-seq)']}}
42	259307398	Revealing and harnessing CD39 for the treatment of colorectal cancer and liver metastases by engineered T cells	0.000	False	{'Condition Object': 'colorectal liver metastases', 'Required Elements': {'single cell RNA sequencing': 'missing', 'colorectal liver metastasis': 'present'}}
43	257960275	Abstract 5715: Circulating tumor DNA in colorectal cancer patients with resectable liver metastases: Preliminary results of the MIRACLE study	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM) is present', 'Required Elements': {'single cell RNA sequencing': 'not present', 'data modality': 'not applicable as single cell RNA sequencing is not mentioned', 'organism': 'not applicable as single cell RNA sequencing is not mentioned', 'site': 'colorectal liver metastases (CRLM) is present'}}
44	254919439	The Single‐Cell Landscape of Intratumoral Heterogeneity and The Immunosuppressive Microenvironment in Liver and Brain Metastases of Breast Cancer	0.000	False	{'Condition Object': 'The paper focuses on liver and brain metastases of breast cancer, not colorectal liver metastases.', 'Required Elements': {'single-cell RNA sequencing': 'Present in the abstract.', 'colorectal liver metastasis/CRLM': 'Not present. The paper discusses breast cancer metastases.'}}
45	274183776	Single-cell analysis uncovers liver susceptibility to pancreatic cancer metastasis via myeloid cell characterization	1.000	True	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'disease_site': 'colorectal cancer liver metastasis (C-LM)', 'methodology': 'single-cell RNA-seq (scRNA-seq)'}}
46	257962925	Abstract 902: Harnessing CD39 for the treatment of colorectal cancer and liver metastases by engineered T cells	0.000	False	The abstract mentions 'colorectal cancer' and 'liver metastases', but does not explicitly mention any variant of 'single cell RNA sequencing'.
47	277975326	Abstract 4586: Multi-scale multi-omic assessment of matched synchronous colorectal cancer liver metastases using multiple spatial transcriptomic tools	1.000	True	{'Condition Object': 'colorectal cancer liver metastases (CRLM)', 'Required Elements': {'single-cell RNA sequencing': 'single-cell ST assessment', 'colorectal liver metastasis': 'colorectal cancer (CRC) and CRLM'}}
48	258570126	Establishment and verification of prognostic model and ceRNA network analysis for colorectal cancer liver metastasis	0.000	False	The required element 'single cell' or any of its variants ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'] is missing from the title and abstract.
49	56812578	Sequencing cell free DNA in patients receiving selective internal radiation therapy for colorectal liver metastases.	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM) is present', 'Required Elements': {'single cell RNA sequencing': 'not present', 'site/disease': 'colorectal liver metastases (CRLM) is present'}}
50	230805371	Multiregion single‐cell sequencing reveals the transcriptional landscape of the immune microenvironment of colorectal cancer	0.000	False	The abstract mentions 'colorectal cancer (CRC)' and 'hepatic metastases', which can be considered equivalent to 'colorectal liver metastasis'. However, it does not explicitly mention 'CRLM' or 'colorectal liver metastasis'. It also mentions 'single‐cell RNA sequencing', which satisfies the methodology requirement. Since the specific term 'CRLM' or 'colorectal liver metastasis' is not explicitly present, the paper is marked as NOT RELEVANT.
51	265403140	Metastases and treatment-resistant lineages in patient-derived cancer cells of colorectal cancer	1.000	True	{'Condition Object': 'colorectal cancer (CRC) with liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'Single-cell RNA sequencing', 'colorectal liver metastasis': 'CRC with high expression of POU5F1 has a poor prognosis with a high incidence of liver metastatic recurrence... Sorted POU5F1-expressing cells from 2DOs have cancer stem cell abilities and abundantly form liver metastases in vivo.'}}
52	270936429	Circulating tumor cells and tumor DNA in patients with resectable colorectal liver metastases: The MIRACLE.	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM) is present', 'Required Elements': {'single cell RNA sequencing': 'not present', 'data modality': 'circulating tumor cells (CTC) and circulating tumor DNA (ctDNA) are present but not single cell RNA sequencing'}}
53	272452399	Impact of Positive Lymph Nodes after Systematic Perihilar Lymphadenectomy in Colorectal Liver Metastases	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM)', 'Required Elements': {'single cell RNA sequencing': 'Not present', 'colorectal liver metastases': "Present as 'colorectal liver metastases (CRLM)'"}}
54	270839062	Neoadjuvant chemotherapy with atezolizumab, bevacizumab, and FOLFOX for patients with unresectable colorectal liver metastases: A translational pilot study.	0.000	False	The required element 'single cell' or its variants ['single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'] is not explicitly mentioned in the title or abstract.
55	253563492	Single-cell transcriptome analysis of tumor immune microenvironment characteristics in colorectal cancer liver metastasis	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'disease_site': ['colorectal cancer', 'liver metastasis'], 'methodology': ['single-cell RNA sequencing']}}
56	258289046	Cross-Dataset Single-Cell Analysis Identifies Temporal Alterations in Cell Populations of Primary Pancreatic Tumor and Liver Metastasis	0.000	False	{'Condition Object': 'pancreatic cancer liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'present (single-cell RNA-sequencing analysis)', 'colorectal liver metastasis': "absent (only 'pancreatic' and 'liver metastases' are mentioned)"}}
57	235522699	Single-cell RNA-seq reveals transcriptional landscape and intratumor heterogenicity in gallbladder cancer liver metastasis microenvironment	0.000	False	The paper does not mention 'colorectal' or 'CRC'. It focuses on 'gallbladder cancer liver metastasis'. While it uses 'single-cell RNA sequencing', the specific condition object 'colorectal liver metastasis' is not present.
58	258135912	Single-cell transcriptome analysis revealed the immune profile of PD-1 blockade in gallbladder carcinoma liver metastasis.	0.000	False	{'Condition Object': 'gallbladder carcinoma liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'present', 'colorectal liver metastasis/CRLM': 'absent'}}
59	252891449	Liver Metastasis Modulate Responses of Suppressive Macrophages and Exhausted T Cells to Immunotherapy Revealed by Single Cell Sequencing	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' or 'CRLM' is not explicitly mentioned. The abstract and title mention 'liver metastasis' but do not specify the origin as colorectal.", 'Required Elements': {'Single-cell RNA sequencing': "The term 'single cell RNA‐sequencing' is present in the abstract.", 'Site/Disease': "The term 'liver metastasis' is present, but 'colorectal' or 'CRC' is not mentioned."}}
60	259241179	INDOCYANINE GREEN IMAGING BY VITAL TISSUE SLICES SCANNING ALLOWS FOR THE ISOLATION OF INTACT LIVER MICRO-METASTASIS FOR SINGLE-CELL ANALYSIS	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' is not explicitly mentioned. The abstract mentions 'liver micro-metastases' but does not specify 'colorectal'.", 'Required Elements': {'Single-cell RNA sequencing': "The term 'single-cell RNA sequencing' is mentioned in the abstract.", 'Site/Disease': "The term 'colorectal' or 'CRC' is not mentioned in the title or abstract."}}
61	251598738	Single-cell genomic and transcriptomic landscapes of primary and metastatic colorectal cancer tumors	0.000	False	{'Condition Object': 'Colorectal cancer (CRC) metastases', 'Required Elements': {'Single-cell RNA sequencing': 'present (single-cell RNA-Seq)', 'Colorectal liver metastasis': "not present (only 'metastatic tumors' mentioned, no specific mention of liver metastasis)"}}
62	275303506	Impact of lymph node metastasis on immune microenvironment and prognosis in colorectal cancer liver metastasis: insights from multiomics profiling	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis (CRLM)', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing', 'colorectal liver metastasis': 'colorectal cancer liver metastasis (CRLM)'}}
63	278982236	Sintilimab plus bevacizumab, oxaliplatin, and capecitabine as perioperative therapy in microsatellite-stable, resectable colorectal cancer liver metastases: An open-label, single-arm, phase II trial.	0.000	False	The required element 'single cell' or any of its variants is missing from the title and abstract.
64	274279198	miR-122/NEGR1 axis contributes colorectal cancer liver metastasis by PI3K/AKT pathway and macrophage modulation	0.000	False	The paper does mention 'colorectal cancer liver metastasis' (CRLM) but does not explicitly state any of the allowed exact variants for single-cell RNA sequencing techniques such as ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'].
65	273202166	Exosomal miR-106a-5p from highly metastatic colorectal cancer cells drives liver metastasis by inducing macrophage M2 polarization in the tumor microenvironment	1.000	True	{'Condition Object': 'colorectal cancer (CRC) progression... liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'Single-cell RNA sequencing were analyzed using the Seurat package', 'colorectal liver metastasis': 'colorectal cancer (CRC)... liver metastasis'}}
66	268644613	Abstract 1160: Investigating spatial gene expression profiling in colorectal cancer: Tumor and stroma comparison between primary lesions and matched liver metastases	0.000	False	The required element 'single cell' or its variants ['single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'] is missing from the title and abstract.
67	268250797	Deciphering the tumor immune microenvironment of imatinib-resistance in advanced gastrointestinal stromal tumors at single-cell resolution	0.000	False	{'Condition Object': 'The paper focuses on gastrointestinal stromal tumors (GIST) and imatinib resistance, not colorectal liver metastases (CRLM).', 'Required Elements': {'single-cell RNA sequencing': 'Present in the abstract.', 'colorectal liver metastasis/CRLM': 'Not present. The paper discusses liver metastases in the context of GIST, not colorectal cancer.'}}
68	254688087	Delineating the molecular landscape of different histopathological growth patterns in colorectal cancer liver metastases	0.000	False	The paper does not explicitly mention any of the allowed exact variants for single-cell techniques (e.g., 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'). The paper mentions 'RNA sequencing' but not in the context of single-cell. The condition object (colorectal liver metastases) is present, but the required element (single-cell RNA sequencing) is missing.
69	256009026	Single-cell genomic and transcriptomic landscapes of primary and metastatic colorectal cancer tumors	0.000	False	{'Condition Object': 'Colorectal liver metastases CRLM', 'Required Elements': {'disease_site': "The term 'liver metastasis' or 'CRLM' is not explicitly mentioned.", 'methodology': "The term 'single-cell RNA sequencing' is mentioned."}}
70	259949554	Immune suppressive microenvironment in liver metastases contributes to organ-specific response of immunotherapy in advanced non-small cell lung cancer	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' is not mentioned. The paper focuses on liver metastases in non-small cell lung cancer (NSCLC).", 'Required Elements': {'Single-cell RNA sequencing': 'Not explicitly mentioned in the title or abstract.', 'Colorectal liver metastasis': 'Not explicitly mentioned; the paper discusses liver metastases in the context of NSCLC.'}}
71	250221802	Colorectal Cancer Metastases in the Liver Establish Immunosuppressive Spatial Networking between Tumor-Associated SPP1+ Macrophages and Fibroblasts	1.000	True	{'Condition Object': 'Colorectal Cancer Metastases in the Liver', 'Required Elements': {'single cell RNA sequencing': 'single cell RNA-seq', 'colorectal liver metastasis': 'colorectal cancer (CRC) liver', 'site': 'liver'}}
72	267385848	A Comprehensive Comparison between Primary Liver Cancer and Liver Metastases through scRNA-Seq Data Analysis	1.000	True	{'Condition Object': 'colorectal liver metastases', 'Required Elements': {'disease_site': 'colorectal liver metastases', 'methodology': 'single-cell RNA-Seq'}}
73	22452545	The Impact of Perioperative Red Blood Cell Transfusions on Long-Term Outcomes after Hepatectomy for Colorectal Liver Metastases	0.000	False	The title and abstract do not contain any of the required elements ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']. The condition object 'colorectal liver metastases' is mentioned, but the required methodology is missing.
74	272685679	Abstract B052: Single-cell and spatial analysis of the immune landscape unveils a subset of potentially tumor-reactive T cells in patients with localized PDAC	0.000	False	{'Condition Object': 'pancreatic ductal adenocarcinoma (PDAC) liver metastasis', 'Required Elements': {'disease_site': 'pancreatic ductal adenocarcinoma (PDAC) liver metastasis', 'methodology': 'single-cell RNA sequencing', 'data_modality': 'T cell receptor sequencing', 'organism': 'human', 'site': 'liver'}, 'Missing Elements': ['colorectal', 'CRLM', 'colorectal liver metastasis']}
75	269112351	Hepatic arterial infusion pump chemotherapy combined with systemic chemotherapy for borderline resectable and unresectable colorectal liver metastases: phase II feasibility study.	0.000	False	The paper does mention 'colorectal liver metastases' (CRLM), which satisfies the Condition Object. However, it does not mention any of the allowed exact variants for single-cell techniques such as 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', or 'scrnaseq'. Therefore, it is marked as NOT RELEVANT.
76	237474994	Single-cell exome sequencing reveals multiple subclones in metastatic colorectal carcinoma	1.000	True	{'Condition Object': 'colorectal cancer (CRC) with liver metastases', 'Required Elements': {'single-cell technique': 'single-cell', 'site/disease': 'colorectal cancer (CRC) ... liver metastases'}}
77	267254410	Targeting Src SH3 domain–mediated glycolysis of HSC suppresses transcriptome, myofibroblastic activation, and colorectal liver metastasis	0.000	False	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'single cell RNA sequencing': 'not found', 'colorectal liver metastasis': "found ('colorectal liver metastasis')"}}
78	271912652	Targeting circ-0034880-enriched tumor extracellular vesicles to impede SPP1highCD206+ pro-tumor macrophages mediated pre-metastatic niche formation in colorectal cancer liver metastasis	0.000	False	The required element 'single cell' or any of its variants is not mentioned in the title or abstract.
79	255734106	Preoperative exercise therapy attenuates liver metastases following surgical stress by inducing Kupffer cells-mediated anti-tumor immunity	1.000	True	{'Condition Object': 'colorectal cancer hepatic metastases', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing (scRNA-seq)', 'colorectal liver metastasis': 'colorectal cancer hepatic metastases'}}
