Name (extracted)	Citing Article	Citied Article	Features
DS-1000	https://doi.org/10.48550/arXiv.2310.06830 (2023)	https://www.semanticscholar.org/paper/acbdbf49f9bc3f151b93d9ca9a06009f4f6eb269 (2021)	Dataset DS-1000 is used to evaluate various capabilities of large language models (LLMs), including code generation, complex question answering, theorem-driven reasoning, and decision-making in simulated environments. It measures the reliability, naturalness, and correctness of LLM outputs, particularly in multi-turn interactions, multi-hop reasoning, and task completion. The dataset includes subsets like HumanEval and MBPP, which focus on human-like code evaluation and benchmarking performance, respectively. It also assesses LLMs in generating SQL and Bash scripts, and interacting with robot APIs.
ALF-World	https://doi.org/10.18653/v1/2024.findings-emnlp.879 (2024), https://doi.org/10.48550/arXiv.2309.10691 (2023), https://doi.org/10.48550/arXiv.2308.03688 (2023)	https://doi.org/10.48550/arXiv.2207.01206 (2022)	The ALF-World dataset is primarily used to evaluate and train agents in interactive learning and decision-making tasks within embodied environments. It focuses on aligning text and physical actions, enhancing multi-hop question answering, and improving formal logic and proof construction. The dataset is also utilized to assess the performance of grounded language agents in web interaction tasks, including complex instruction following and navigation, as well as household navigation and manipulation tasks to enhance planning capabilities.
NL2Bash	https://doi.org/10.18653/v1/2024.acl-long.670 (2023)	https://doi.org/10.1109/CVPR.2019.00688 (2018)	The NL2Bash dataset is primarily used for interactive coding, where it tests and evaluates models' abilities to translate natural language instructions into executable bash commands. It is also applied in embodied AI tasks, assessing models' performance in navigating and interacting with simulated environments using textual and visual inputs. The dataset highlights the need for new actions in embodied environments, such as opening, taking, moving, and travel-related actions, which are often missing from existing annotations. This enables research on interactive coding, command synthesis, and embodied task planning, focusing on the alignment of textual instructions with actions in both coding and simulated environments.
HumanEval	https://doi.org/10.48550/arXiv.2310.04406 (2023), https://doi.org/10.48550/arXiv.2405.11106 (2024), https://doi.org/10.48550/arXiv.2405.11403 (2024)	https://www.semanticscholar.org/paper/a38e0f993e4805ba8a9beae4c275c91ffcec01df (2021)	The HumanEval dataset, comprising 974 short Python functions, is primarily used to evaluate the performance of large language models in generating correct Python code. It focuses on program synthesis and coding challenges, assessing the effectiveness of models like GPT-4 with and without self-reflection. The dataset also highlights the importance of external observations for complex reasoning tasks, enabling researchers to compare different approaches and baselines in solving programming problems.
SCAN	https://www.semanticscholar.org/paper/4bc2bb6584774b0d8ad0b4f5215dc2075487c192 (2020), https://doi.org/10.48550/arXiv.2205.10625 (2022)	https://www.semanticscholar.org/paper/b7b97fff93bcd32aa2d1c9bc1acc3827bb3d4347 (2021)	The SCAN dataset is primarily used to evaluate compositional generalization in sequence-to-sequence models, focusing on tasks such as navigation command execution, numerical reasoning, and multi-step operations. It assesses models' abilities to generalize to unseen command-action pairs and handle novel compositions, emphasizing systematic and rule-based generalization. This dataset enables researchers to test and improve models' capabilities in understanding and executing complex instructions, particularly in linguistic and navigational contexts.
2Wiki	https://doi.org/10.48550/arXiv.2411.19443 (2024)	https://doi.org/10.18653/v1/d13-1160 (2013)	The 2Wiki dataset is primarily used to evaluate and assess the multi-hop question answering (QA) capabilities of Auto-RAG, focusing on the system's ability to reason across multiple documents or sentences. It emphasizes complex question answering tasks that require integrating information from multiple Wikipedia articles. The dataset helps researchers test the effectiveness and robustness of Auto-RAG in generating accurate answers, particularly in scenarios where multi-hop reasoning and evidence combination are necessary.
ASDIV	https://doi.org/10.48550/arXiv.2211.10435 (2022), https://doi.org/10.48550/arXiv.2307.12856 (2023)	https://doi.org/10.18653/v1/2020.acl-main.92 (2020)	The ASDIV dataset is primarily used to assess the symbolic reasoning and problem-solving abilities of language models, particularly in solving arithmetic word problems. It evaluates models on a wide range of tasks, including single-variable arithmetic, multi-step reasoning, and complex problem-solving scenarios. The dataset emphasizes the complexity and variability of problems, serving as a benchmark for advanced cognitive and mathematical reasoning skills. It is also used to test models like Flan-LongT5 in few-shot and zero-shot settings, focusing on chain-of-thought reasoning and generalization.
nuScenes	https://doi.org/10.48550/arXiv.2310.01415 (2023), https://doi.org/10.48550/arXiv.2311.10813 (2023)	https://www.semanticscholar.org/paper/1b6e810ce0afd0dd093f789d2b2742d047e316d5 (2022)	The nuScenes dataset is used to evaluate and fine-tune large language models (LLMs) like GPT-Driver in the context of autonomous driving. It focuses on assessing the model's effectiveness, generalization ability, and interpretability in real-world scenarios. The dataset is also used to enhance motion planning capabilities by fine-tuning the LLM with human driving trajectories.
SmartPlay	https://doi.org/10.48550/arXiv.2310.01557 (2023)	https://doi.org/10.1007/s13218-010-0082-7 (2011)	The SmartPlay dataset is used to evaluate agent capabilities across various tasks, including Two-armed Bandits, Rock Paper Scissors, Messenger, Crafter, and Minecraft creative navigation tasks. It simplifies LLMs to control a hand-coded agent, focusing on creative tasks such as finding specific biomes in Minecraft. This dataset enables researchers to assess and enhance the performance of agents in diverse and complex environments.
ACPBench	https://doi.org/10.48550/arXiv.2503.18971 (2025), https://doi.org/10.48550/arXiv.2410.05669 (2024), https://doi.org/10.48550/arXiv.2503.24378 (2025)	https://www.semanticscholar.org/paper/b0886f8c52f4fdae95ca8cb29a9200598713c966 (2024)	ACPBench is used to standardize evaluation tasks and metrics for assessing the reasoning and planning capabilities of large language models across 13 domains and 22 state-of-the-art models. It generates a challenging set of questions to evaluate the reliability of these models in producing components for automated planners, particularly in complex PDDL domains. The dataset focuses on improving model performance over time and addressing poor performance in planning and reasoning tasks.
MINT-MBPP	https://doi.org/10.48550/arXiv.2310.06830 (2023)	https://doi.org/10.48550/arXiv.2305.17390 (2023)	The MINT-MBPP dataset is used to evaluate the multi-turn interaction and code generation capabilities of large language models (LLMs). It focuses on various subsets, including HumanEval and MBPP, to assess human-like code evaluation, interaction with robot APIs, and the generation of SQL and Bash scripts. The dataset tests LLMs' ability to perform complex tasks such as theorem-driven question answering, multi-hop reasoning, and solving mathematical problems using Python. It also evaluates the impact of feedback, particularly from GPT-4, on accuracy and efficiency in multi-turn interactions and tool utilization.
MiniWoB++	https://doi.org/10.48550/arXiv.2407.01476 (2024), https://doi.org/10.1145/3704435 (2023), https://doi.org/10.48550/arXiv.2307.12856 (2023)	https://doi.org/10.48550/arXiv.2403.08978 (2024)	MiniWoB++ is used to evaluate and compare the performance of large language models and other systems in executing web-based tasks. It serves as a benchmark for assessing task completion, planning capabilities, and generalization to diverse web interfaces. The dataset is employed to fine-tune models like HTML-T5, compare them against reinforcement learning methods, and evaluate their adaptability across 56 web automation tasks.
SeqMultiWoz	https://doi.org/10.48550/arXiv.2402.15491 (2024)	https://www.semanticscholar.org/paper/15c10b24ef645d83ff4059affd86945c33e00328 (2018)	The SeqMultiWoz dataset is primarily used to build, train, and evaluate multi-domain conversational agents and models, focusing on schema-guided dialogue management and natural language understanding. It is employed to assess model performance on complex, multi-turn conversations and top-level dialogue tasks, emphasizing scalability and multi-domain capabilities. The dataset supports research into spoken language understanding, particularly in converting mixed-intent utterances into API sequences and handling specific topics. It contains 12 APIs, which aids in studying the impact of API count on model performance.
Ego4D	https://doi.org/10.48550/arXiv.2206.08853 (2022)	https://www.semanticscholar.org/paper/c1ad5f9b32d80f1c65d67894e5b8c2fdf0ae4500 (2021)	The Ego4D dataset is used to train a general-purpose visual encoder for robot perception, leveraging first-person video data to enhance representation learning. This dataset enables researchers to focus on improving the visual understanding capabilities of robots by providing extensive, real-world first-person perspective videos, which are crucial for developing robust and context-aware robotic systems.
AddSub	https://doi.org/10.48550/arXiv.2303.17491 (2023)	https://doi.org/10.3115/v1/D14-1058 (2014)	The AddSub dataset is used to assess and evaluate the performance of language models in solving arithmetic word problems, particularly focusing on addition and subtraction. It emphasizes step-by-step reasoning, numerical computation, and complex problem-solving strategies. The dataset is utilized to compare zero-shot and RCI (Retrieval-Augmented Chain-of-Thought) prompting methods, examining performance improvements over standard prompting techniques. It includes a variety of problem types, from simple to multi-step, to study diverse solution methods and mathematical reasoning.
DialogStudio	https://doi.org/10.48550/arXiv.2409.03215 (2024)	https://doi.org/10.48550/arXiv.2307.10172 (2023)	The DialogStudio dataset is used to enhance the instruction capability of xLAM by integrating diverse instruction-tuning datasets, specifically focusing on conversational AI. This integration improves the model's ability to handle and respond to complex instructions in a conversational context, thereby advancing the development of more sophisticated conversational agents.
E2ENLG	https://doi.org/10.18653/v1/2022.naacl-main.57 (2021)	https://doi.org/10.18653/v1/W18-6539 (2018)	The E2ENLG dataset is used for few-shot learning experiments, where models are fine-tuned with varying percentages (0.1%, 0.5%, 1%, and 5%) of training instances. This approach helps researchers evaluate the effectiveness of small amounts of data in improving model performance, focusing on the impact of limited training samples on model accuracy and generalization.
PrOntoQA	https://doi.org/10.48550/arXiv.2305.12295 (2023), https://doi.org/10.18653/v1/2024.acl-long.531 (2023)	https://doi.org/10.48550/arXiv.2210.01240 (2022)	PrOntoQA is used to evaluate the reasoning capabilities of language models, particularly in formal logic and ontology-based questions. It assesses the ability of models to generate and verify logical proofs, handle first-order logic inference tasks, and perform synthetic question answering. The dataset emphasizes step-by-step and chain-of-thought reasoning, enabling researchers to systematically analyze deductive reasoning and logical inference in language models.
MultiArith	https://doi.org/10.48550/arXiv.2305.04091 (2023), https://doi.org/10.48550/arXiv.2401.04925 (2024)	https://www.semanticscholar.org/paper/d6045d2ccc9c09ca1671348de86d07da6bc28eea (2021)	The MultiArith dataset is primarily used to evaluate and assess various aspects of mathematical and logical reasoning, including commonsense reasoning, strategic thinking, and multi-step problem-solving. It focuses on solving complex arithmetic and algebraic word problems, emphasizing step-by-step reasoning, solution accuracy, and the ability to generate rationales. The dataset is employed to test both single-equation and multi-equation problem-solving skills, as well as the comprehension and logical deduction required for story-based math problems. This enables researchers to assess models' capabilities in handling real-world, context-rich mathematical challenges.
TDW-MAP	https://doi.org/10.48550/arXiv.2405.11106 (2024)	https://www.semanticscholar.org/paper/c562477737cc35e08d5a84aef01163ee4652d796 (2020)	The TDW-MAP dataset is used to evaluate multi-agent planning capabilities, focusing on decision-making, communication, and memory in complex and dynamic environments. It is applied in simulated settings to assess how agents make decisions, communicate, and retain information, enabling researchers to analyze and improve multi-agent systems in intricate scenarios.
StrategyQA	https://doi.org/10.48550/arXiv.2310.05915 (2023), https://www.semanticscholar.org/paper/6c9c0338f1526437b7cd3b9ccec1fff7feafb14c (2024)	https://doi.org/10.1162/tacl_a_00370 (2021)	The StrategyQA dataset is used to evaluate models' implicit reasoning capabilities, particularly in multi-step reasoning processes. It assesses models on various symbolic reasoning tasks, including memory, sequence reconstruction, probability, logical operations, and string manipulation. The dataset also tests models on math word problems and strategic questions, emphasizing commonsense knowledge and diverse solution methods. This enables researchers to comprehensively analyze the reasoning and problem-solving abilities of language models.
ToolAlpaca corpus	https://doi.org/10.48550/arXiv.2306.05301 (2023), https://doi.org/10.18653/v1/2024.findings-acl.928 (2024)	https://doi.org/10.48550/arXiv.2306.05301 (2023)	The ToolAlpaca corpus is primarily used to evaluate and enhance the tool usage and reasoning capabilities of large language models (LLMs). It contains a diverse set of cases in English, ranging from 120 to 12,657, which are used to assess LLMs' performance in interacting with APIs, following instructions, and executing task-oriented dialogues. The dataset supports both training and evaluation, focusing on accuracy, generalized tool learning, and planning capabilities.
Room-to-Room (R2R)	https://doi.org/10.1109/IROS58592.2024.10801822 (2024)	https://doi.org/10.1109/CVPR.2018.00387 (2017)	The Room-to-Room (R2R) dataset is used to develop and evaluate vision-and-language navigation models, specifically focusing on interpreting visually-grounded instructions in real indoor environments. It serves as a benchmark for Vision-and-Language Navigation (VLN), enabling researchers to test and improve models' ability to follow navigation instructions in complex, real-world settings.
Freebase	https://doi.org/10.48550/arXiv.2310.01061 (2023)	https://doi.org/10.1145/3437963.3441753 (2021)	The Freebase dataset is used to construct subgraphs for multi-hop question answering, focusing on extracting relevant triples within the maximum reasoning hops of question entities in WebQSP and CWQ. It is employed to improve the performance of models on multi-hop question answering tasks, specifically enhancing Hits@1 and F1 scores compared to state-of-the-art models like UniKGQA.
CWQ	https://doi.org/10.48550/arXiv.2310.01061 (2023)	https://doi.org/10.1145/1376616.1376746 (2008)	The CWQ dataset is used to evaluate and enhance complex question answering capabilities, particularly focusing on reasoning over Freebase knowledge graphs and handling complex, compositional web questions. It is employed to fine-tune models like LLaMA2-Chat-7B, improving their ability to perform multi-hop reasoning and answer intricate queries from web sources. This dataset enables researchers to assess and refine the reasoning and compositional skills of language models in real-world contexts.
API-Bank	https://doi.org/10.18653/v1/2024.findings-acl.928 (2024), https://doi.org/10.48550/arXiv.2402.15491 (2024)	https://doi.org/10.48550/arXiv.2311.16867 (2023)	The API-Bank dataset is used to evaluate large language models (LLMs) on their tool usage and reasoning capabilities, particularly in interacting with APIs. It contains a large number of cases (ranging from 120 to 12,657) in English, which are used to assess generalized tool learning, accuracy, and performance on API-related tasks. The dataset is employed to compare different LLMs, such as FLAN-T5-XXL, MPT-30B, Falcon-40B, and StarCoder-15B, focusing on their effectiveness in handling tool-related questions and API interactions.
Open Assistant crowdsourced annotated dialogue corpus	https://doi.org/10.48550/arXiv.2310.06830 (2023)	https://doi.org/10.18653/v1/2022.emnlp-main.340 (2022)	The Open Assistant crowdsourced annotated dialogue corpus is used to enhance various capabilities in the Lemur-Chat model, including complex coding tasks, chain of thought reasoning, and handling diverse conversational scenarios. It incorporates human-written tasks, logical problem-solving, and real user interactions, improving code generation, dialogue management, and overall conversational proficiency. The dataset's annotated dialogues are crucial for both training and evaluation, enabling the model to better understand and respond to realistic user inputs.
VirtualHome dataset	https://doi.org/10.48550/arXiv.2409.01806 (2024), https://www.semanticscholar.org/paper/92a8f7f09f3705cb5a6009a42220a6f01ea084e8 (2022)	https://doi.org/10.1109/CVPR.2018.00886 (2018)	The VirtualHome dataset is used to simulate household activities through programs in eight different household scenes, primarily to study the planning capabilities of large language models (LLMs). It compares human-annotated action plans with those generated by models like GPT-3, focusing on task execution and planning accuracy. This dataset enables researchers to evaluate and enhance the planning and execution skills of LLMs in realistic domestic settings.
CoScript	https://doi.org/10.48550/arXiv.2409.01806 (2024), https://doi.org/10.48550/arXiv.2305.05252 (2023)	https://doi.org/10.48550/arXiv.2305.05252 (2023)	The CoScript dataset, comprising 55,000 scripts, is used to train and evaluate models for constrained language planning, particularly focusing on goal-oriented scripts. It enables researchers to study script knowledge in large language models and demonstrates the effectiveness of smaller models like T5, which can outperform larger models in specific tasks. This dataset facilitates the assessment of model performance in generating coherent and contextually appropriate scripts.
bAbI datasets	https://doi.org/10.48550/arXiv.2305.10626 (2023), https://doi.org/10.48550/arXiv.2307.07696 (2023)	https://www.semanticscholar.org/paper/abb33d75dc297993fcc3fb75e0f4498f413eb4f6 (2015)	The bAbI datasets are used to evaluate and compare models on various cognitive tasks, including embodied knowledge, logic reasoning, and linguistic knowledge, with a focus on assessing planning capabilities. These datasets enable researchers to test and benchmark model performance, particularly in question answering and reasoning tasks, against baselines like GPT-3 and other state-of-the-art models.
PROOF WRITER	https://doi.org/10.48550/arXiv.2210.01240 (2022)	https://doi.org/10.18653/v1/2021.findings-acl.317 (2020)	The PROOF WRITER dataset is used to test reasoning abilities in QA systems, focusing on natural language reasoning with first-order logic. It generates examples from an ontology with unique proofs, including natural language implications and abductive statements. This dataset enables researchers to evaluate the reasoning and planning capabilities of LLMs by generating and testing complex logical statements and implications.
ActivityPrograms dataset	https://doi.org/10.48550/arXiv.2304.08587 (2023), https://doi.org/10.1007/s10514-023-10133-5 (2023)	https://doi.org/10.1109/CVPR.2018.00886 (2018)	The ActivityPrograms dataset is used to simulate and evaluate household activities, particularly dining tasks, in virtual environments. It provides a structured set of 12 everyday activities to assess the planning capabilities of models. The dataset enhances the realism of simulations, enabling systematic evaluations of model performance in executing complex, real-world tasks.
ProScript	https://doi.org/10.48550/arXiv.2402.02805 (2024)	https://doi.org/10.18653/V1/2020.EMNLP-MAIN.374 (2020)	The ProScript dataset is used to collect and enhance human-annotated partial-order plans, serving as a base for deriving planning tasks focused on goal-oriented steps and temporal ordering. It supplements WikiHow data, providing rich, step-by-step instructions for training and evaluating LLMs on complex planning tasks. The dataset supports research on LLM planning capabilities by combining human and LLM annotations, assessing step dependencies, and generating natural language prompts. It includes asynchronous instances with complete time annotations, contributing to a collection of 1.6K instances for analysis.
CommonsenseQA	https://www.semanticscholar.org/paper/6c9c0338f1526437b7cd3b9ccec1fff7feafb14c (2024), https://doi.org/10.48550/arXiv.2303.17491 (2023)	https://doi.org/10.18653/v1/N19-1421 (2019)	The CommonsenseQA dataset is primarily used to evaluate the commonsense reasoning capabilities of language models, focusing on questions that require understanding of everyday situations and knowledge. It is also utilized to assess models' abilities in solving few-hop math word problems, emphasizing multi-step reasoning, basic arithmetic, algebraic reasoning, and procedural extension capabilities. The dataset enables researchers to test both symbolic reasoning and strategic question-solving, highlighting the models' proficiency in handling complex, real-world scenarios.
P3	https://doi.org/10.18653/v1/2024.acl-srw.15 (2023)	https://www.semanticscholar.org/paper/17dd3555fd1ccf1141cf984347fa1b3fd6b009ca (2021)	Dataset P3 is used as an NLP task instruction dataset, reformatted for a wide range of downstream tasks using diverse human-written templates. It is employed to assess the model's capability to handle general-purpose instructions and evaluate its performance on various linguistic tasks. This dataset enables researchers to test and improve the model's versatility in handling different instructional and linguistic challenges.
Language-Table	https://doi.org/10.48550/arXiv.2303.03378 (2023)	https://doi.org/10.48550/arXiv.2210.06407 (2022)	The Language-Table dataset is primarily used to study multi-object tabletop pushing environments and robotic manipulation tasks, integrating language and physical actions. It is employed to simulate and evaluate complex dynamics and large language cardinality in robotic interactions. Additionally, it serves as a textual corpus to train language models, enhancing their coherence and contextual relevance. In some studies, it contributes 3.1% of the data for training or evaluation, particularly for robotic manipulation tasks.
AQuA	https://www.semanticscholar.org/paper/6c943670dca38bfc7c8b477ae7c2d1fba1ad3691 (2022)	https://doi.org/10.18653/v1/P17-1015 (2017)	The AQuA dataset is primarily used to evaluate models on algebraic word problems, focusing on complex reasoning, problem-solving, and explanation capabilities. It serves as a testbed for few-shot learning, particularly with 8 shots, and is also used to assess performance in hybrid tabular and textual content, especially in financial contexts. The dataset emphasizes the integration of diverse data types and the handling of complex queries, enabling researchers to test and improve models' reasoning and calculation abilities.
NetHack	https://doi.org/10.48550/arXiv.2307.11922 (2023)	https://www.semanticscholar.org/paper/822bdb6e8c39e272ebfee127666e032bd3aa0107 (2020)	The NetHack dataset is used to evaluate the success rate of reinforcement learning algorithms, such as BLINDER and other baselines, in generalizing to unseen tasks within the NetHack environment. This evaluation focuses on the algorithms' ability to adapt and perform in complex, dynamic scenarios, providing insights into their generalization capabilities and effectiveness in reinforcement learning settings.
PlanBench	https://doi.org/10.48550/arXiv.2305.19165 (2023)	https://doi.org/10.48550/arXiv.2210.13312 (2022)	The PlanBench dataset is used to evaluate large language models (LLMs) on their planning and reasoning capabilities, particularly focusing on the brittleness and unreliability of these models in handling changes. This dataset enables researchers to assess how well LLMs can reason about dynamic scenarios and plan effectively, providing insights into the limitations and robustness of current LLMs in these tasks.
GrailQA	https://doi.org/10.48550/arXiv.2308.03688 (2023)	https://doi.org/10.18653/v1/D16-1054 (2016)	The GrailQA dataset is used to evaluate the long-term planning capabilities of large language models (LLMs), specifically focusing on complex question answering tasks sourced from Freebase. Researchers compile this dataset to assess how effectively LLMs can handle intricate queries, emphasizing the models' ability to plan and execute multi-step reasoning processes. This dataset enables the examination of LLMs' performance in retrieving and integrating information from structured knowledge bases.
WikiSQL	https://doi.org/10.48550/arXiv.2308.03688 (2023)	https://doi.org/10.18653/v1/P17-1167 (2017)	The WikiSQL dataset is used to acquire source queries and databases, enhancing the diversity of instructions and data for training models. It contributes to the development of natural language processing models by providing a rich set of SQL queries and corresponding database entries, which helps in improving model performance on query generation and understanding tasks.
TheoremQA	https://doi.org/10.48550/arXiv.2309.10691 (2023)	https://www.semanticscholar.org/paper/d6045d2ccc9c09ca1671348de86d07da6bc28eea (2021)	TheoremQA is used to evaluate the planning capabilities and reasoning skills of language models, particularly in solving complex mathematical problems and theorem proving. It focuses on logical reasoning, step-by-step solutions, and formal logic. The dataset is also employed for multi-hop question answering, interactive learning in embodied environments, and assessing knowledge problem-solving across various domains. It emphasizes diverse and explainable reasoning processes, aligning text with actions, and integrating information from multiple sources.
