Name (extracted)	Citing Article	Citied Article	Features
ChiFinAnn	https://doi.org/10.48550/arXiv.2206.03377	https://doi.org/10.18653/v1/D19-1032	The ChiFinAnn dataset is used for Chinese financial event extraction, focusing on document-level annotations to enhance and evaluate the accuracy of event detection models. It supports research by analyzing the distribution of event records across sentences in financial news articles and conducting offline evaluations to assess model performance in a document-level context.
MNEE	https://doi.org/10.48550/arXiv.2404.12242	https://doi.org/10.18653/v1/D19-1032	The MNEE dataset is used for multi-sentence argument linking in document-level event extraction, specifically enhancing the ability to link arguments across sentences. This methodology involves analyzing and connecting event-related arguments within and between sentences, which improves the coherence and accuracy of event extraction in documents. The dataset's focus on cross-sentence relationships enables more nuanced and contextually rich event extraction, addressing research questions related to the structural and semantic connections between events and their arguments.
Do-cEE	https://doi.org/10.48550/arXiv.2404.12242	https://doi.org/10.18653/v1/D19-1032	The dataset 'Do-cEE' is mentioned in the citation context but lacks detailed descriptions of its usage, methodology, research questions, or specific characteristics. Therefore, there is insufficient evidence to provide a comprehensive description of how it is actually used in research.
FrameNet	https://doi.org/10.18653/v1/2020.acl-main.718, https://doi.org/10.18653/v1/2020.acl-main.667	https://doi.org/10.1162/0891201053630264	FrameNet is used in research to analyze and label semantic roles, particularly focusing on the distinction between 'core' and 'non-core' frame elements. It supports semantic role labeling for nominal predicates and evaluates implicit arguments across various predicate types. This dataset enables detailed comparisons of different ontologies and domains, enhancing the understanding of event arguments and their semantic structures.
MUC 4	https://doi.org/10.18653/v1/P19-1276	https://doi.org/10.3115/v1/P15-1019	The MUC 4 dataset is used in research for document-level event extraction, specifically for implementing automatic greedy slot mapping and comparing performance with state-of-the-art models. It focuses on event extraction, role assignment, and entity representation using triples, enabling detailed analysis and improvement of natural language processing techniques.
80Days	https://doi.org/10.18653/v1/2020.acl-main.667	https://www.semanticscholar.org/paper/d8259bcbe9cb0cf5bad6ea25645f4407fc544a1c	The 80Days dataset is primarily used for training and evaluating models in document-level event extraction, focusing on identifying events across multiple sentences. It is also utilized for semantic role labeling, particularly with nominal predicates, and for exploring implicit arguments in a novel domain, covering a limited set of predicate types. This dataset enables researchers to address specific challenges in these areas by providing a structured resource for model development and evaluation.
SemEval-2010 Task 10	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.1162/COLI_a_00110	The SemEval-2010 Task 10 dataset is primarily used to study implicit semantic role labeling in narrative contexts, focusing on the identification of non-local arguments in stories. Researchers employ this dataset to develop and evaluate methods for recognizing and labeling these implicit roles, which are crucial for understanding the deeper semantics of narratives. This dataset enables detailed analysis and modeling of complex linguistic structures in storytelling.
Nom-Bank	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.1162/COLI_a_00110	The Nom-Bank dataset is expanded and utilized to explore implicit arguments for nominal predicates, enhancing the original dataset with additional annotations and data. This expansion supports research into the linguistic and semantic properties of nominal predicates, enabling more nuanced analysis and understanding of their roles in text.
AIDA Phase 1 data	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.1162/COLI_a_00110	The AIDA Phase 1 data is used for event and role annotations, primarily to serve as a baseline for comparing the coverage and scope of the RAMS dataset in semantic role labeling. It is also utilized for benchmarking against RAMS to evaluate implicit argument identification in nominal predicates. This dataset enables researchers to assess and improve the accuracy and comprehensiveness of semantic role labeling models.
Message Understanding Conference-6	https://doi.org/10.48550/arXiv.2404.12242	https://www.semanticscholar.org/paper/8955186c6000decdf713acf1423468df50f427e1	The Message Understanding Conference-6 dataset is used to evaluate systems for processing and understanding terrorist attack events. It focuses on information extraction and event detection methodologies, enabling researchers to assess the accuracy and effectiveness of these systems in identifying and extracting relevant event information from documents.
SemEval shared task training set	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.1162/0891201053630264	The SemEval shared task training set is used to highlight the limited scale of datasets for non-local argument annotation, featuring 1,370 frame instantiations over 438 sentences. It serves as a benchmark to illustrate the challenges and constraints in annotating non-local arguments, enabling researchers to assess and develop methods for handling smaller, more complex datasets in natural language processing tasks.
PropBank	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.1162/0891201053630264	The PropBank dataset is used to analyze the distinction between 'core' and 'non-core' frame elements, which aids in understanding event arguments in semantic roles. This analysis contributes to the broader field of semantic role labeling, focusing on the precise identification and categorization of arguments within events. The dataset's detailed annotation of these elements enables researchers to develop and refine methodologies for more accurate semantic parsing and event extraction.
MUC3	https://doi.org/10.18653/v1/2021.eacl-main.52	https://doi.org/10.3115/1071958.1071960	The MUC3 dataset is used as a foundational resource for the Relation Extraction and Event (REE) task, simplified to align with prior research methodologies. It supports the development and evaluation of REE systems by providing a standardized benchmark. This dataset enables researchers to compare their methods against established baselines and advance the state-of-the-art in REE.
KBP 2016	https://doi.org/10.48550/arXiv.2309.14258	https://www.semanticscholar.org/paper/50d06ea19d514e9d60347b3399214fe54949e64e	The KBP 2016 dataset is used to predict event triggers in document-level event extraction, focusing on identifying specific event types within complex texts. This involves methodologies that analyze and classify textual data to pinpoint events, enabling researchers to enhance the accuracy of event detection in natural language processing tasks.
KBP 2017	https://doi.org/10.48550/arXiv.2309.14258	https://www.semanticscholar.org/paper/50d06ea19d514e9d60347b3399214fe54949e64e	The KBP 2017 dataset is used to predict event triggers in document-level event extraction, focusing on identifying specific event types within complex texts. This involves methodologies that analyze and classify textual data to pinpoint events, enabling researchers to enhance the accuracy of event detection in natural language processing tasks.
TACRED	https://doi.org/10.18653/v1/P19-1074	https://doi.org/10.18653/v1/D18-1247	The TACRED dataset is primarily used as a benchmark for evaluating sentence-level relation extraction in the context of document-level event extraction. It enables researchers to assess the performance of models in identifying and classifying relationships between entities within sentences. This dataset supports the development and testing of methodologies aimed at improving relation extraction accuracy, which is crucial for advancing natural language processing tasks.
BC5CDR	https://doi.org/10.18653/v1/P19-1074	https://doi.org/10.18653/v1/D18-1247	The BC5CDR dataset is used for document-level relation extraction, specifically focusing on identifying chemical and disease relations within biomedical texts. This dataset enables researchers to develop and evaluate models that can accurately extract these relationships, enhancing the understanding of biomedical interactions and supporting various applications in biomedicine.
RAMS dataset	https://doi.org/10.18653/v1/2022.acl-long.466	https://doi.org/10.18653/v1/2020.acl-main.718	The RAMS dataset is used to evaluate and compare the performance of EEQA-BART and BART-Gen models in document-level event argument extraction. It focuses on assessing the accuracy of argument classification within documents, enabling researchers to analyze and enhance model capabilities in understanding complex event structures.
DocEE	https://doi.org/10.48550/arXiv.2404.12242	https://doi.org/10.18653/v1/2020.emnlp-main.129	DocEE is utilized as a benchmark dataset for document-level event extraction, providing fine-grained annotations to evaluate models on complex, multi-event documents. Researchers use it to assess the performance of their models in identifying and extracting events within documents, focusing on the accuracy and robustness of these models in handling intricate textual data.
FKIE itf 2021	https://doi.org/10.18653/v1/2021.case-1.11	https://doi.org/10.18653/v1/2021.case-1.15	The FKIE itf 2021 dataset is used for event detection and clustering in document-level event extraction. Researchers employ small, densely fully connected neural networks to process the data. This methodology helps in identifying and grouping events within documents, enabling more accurate and nuanced event extraction. The dataset's structure supports these neural network models, facilitating the development and evaluation of event detection algorithms.
GDELT	https://doi.org/10.18653/v1/2021.case-1.11		The GDELT dataset is used to create a global database of events extracted from news sources, employing automated extraction and coding techniques. This enables large-scale analysis of events, facilitating research into global trends, conflicts, and societal changes by providing a comprehensive, systematically coded dataset of news events.
MMAD	https://doi.org/10.18653/v1/2021.case-1.11		The MMAD dataset is used to generate a database of violent events, employing automated methods for conflict monitoring and analysis. This involves applying machine learning techniques to identify and categorize violent events from documents. The dataset enables researchers to enhance the accuracy and efficiency of conflict analysis by providing structured data for training and testing algorithms.
ICEWS	https://doi.org/10.18653/v1/2021.case-1.11		The Integrated Crisis Early Warning System (ICEWS) dataset is utilized to compile a comprehensive database of political events, focusing on automated event detection and coding from news articles. This dataset enables researchers to analyze large volumes of textual data, extracting and categorizing political events with precision. It supports methodologies centered on natural language processing and machine learning, facilitating the study of political dynamics and conflict prediction.
PHOENIX	https://doi.org/10.18653/v1/2021.case-1.11		The PHOENIX dataset is used to develop a database of political and social events through automated techniques for event extraction and classification. This involves leveraging advanced methodologies to identify and categorize events from documents, enabling researchers to analyze patterns and dynamics in political and social phenomena. The dataset's automated extraction capabilities enhance the scalability and accuracy of event data compilation, supporting detailed and systematic research into these areas.
GVDB	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.18653/v1/N18-2108	The GVDB dataset is used for slot filling tasks, particularly to evaluate and adapt span-based models for multi-sentence argument linking. This involves assessing model performance in identifying and linking arguments across multiple sentences, enhancing the accuracy of argument extraction in complex textual contexts.
MUC datasets	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.3115/1072064.1072066	The MUC datasets are used to evaluate argument linking and slot filling tasks in information extraction from text. These datasets provide annotated examples that facilitate training and evaluation, enabling researchers to assess the performance of their models in identifying and linking event arguments within documents.
Gun Violence Database (GVDB)	https://doi.org/10.18653/v1/2020.acl-main.718	https://doi.org/10.3115/1072064.1072066	The Gun Violence Database (GVDB) is used to study gun violence incidents by providing structured data for event extraction and analysis from news articles. Researchers employ this dataset to analyze event-related events, focusing on the detailed examination and extraction of information from textual sources to understand patterns and contexts of gun violence.
MUC-3	https://doi.org/10.18653/v1/2022.acl-long.274		The MUC-3 dataset is used to evaluate information extraction systems, specifically focusing on the performance of entity recognition and relation extraction in news articles. It enables researchers to assess the accuracy and effectiveness of these systems in identifying and linking entities within textual content, providing a benchmark for comparing different methodologies.
ON5V	https://doi.org/10.18653/V1/2021.NAACL-MAIN.69		The ON5V dataset is utilized for verb valency annotation, focusing on enhancing the understanding of argument structure in complex sentences. This involves detailed analysis and annotation of verbs to identify and describe their syntactic and semantic arguments. The dataset enables researchers to explore the intricacies of sentence structure, contributing to more accurate models of linguistic analysis.
Wikipedia documents	https://doi.org/10.18653/v1/P19-1074	https://doi.org/10.3115/1690219.1690287	The Wikipedia documents dataset is used to align with Wikidata for selecting documents for human annotation under the distant supervision assumption. This methodology leverages the structured data in Wikidata to identify and annotate relevant documents, facilitating the creation of annotated datasets for various natural language processing tasks.
Wikidata	https://doi.org/10.18653/v1/P19-1074	https://doi.org/10.3115/1690219.1690287	Wikidata is used in conjunction with Wikipedia documents to align and select articles for human annotation under the distant supervision assumption. This methodology supports the creation of annotated datasets, enabling research in areas such as information extraction and natural language processing. The alignment process leverages the structured data in Wikidata to enhance the accuracy and efficiency of document selection for annotation tasks.
ACE 2005 corpus	https://doi.org/10.1609/aaai.v35i14.17478		The ACE 2005 corpus is used to conduct experiments on relation and event mentions with manual annotations in English, Chinese, and Arabic, specifically focusing on document-level event extraction. This dataset enables researchers to analyze and extract events and their relations within documents, facilitating the development and evaluation of natural language processing systems across multiple languages.
GLACIER	https://doi.org/10.18653/V1/2020.ACL-MAIN.714	https://doi.org/10.3115/1699510.1699530	The GLACIER dataset is used to enhance information extraction by jointly considering cross-sentential and phrasal evidence, which improves the model's ability to capture complex relationships in text. This approach addresses the need for more nuanced and context-aware extraction methods, enabling researchers to better understand and analyze intricate textual data.
Roles Across Multiple Sentences (RAMS)	https://doi.org/10.18653/v1/2021.acl-long.492	https://doi.org/10.18653/v1/2020.acl-main.718	The 'Roles Across Multiple Sentences (RAMS)' dataset is mentioned in research contexts but lacks detailed descriptions of its usage. There is no explicit evidence of its application in document-level event extraction or any specific methodology, research questions, or characteristics. Its actual role in research remains unspecified based on the provided information.
Nombank	https://doi.org/10.18653/v1/2020.acl-main.667	https://www.semanticscholar.org/paper/d8259bcbe9cb0cf5bad6ea25645f4407fc544a1c	The Nombank dataset is used to study implicit arguments for nominal predicates, particularly focusing on a limited set of predicate types within the G&C domain. This involves analyzing the syntactic and semantic roles of these predicates to understand their implicit arguments. The dataset's detailed annotations enable researchers to explore specific linguistic phenomena and refine models for argument identification.
SemEval-2010	https://doi.org/10.18653/v1/2020.acl-main.667	https://www.semanticscholar.org/paper/d8259bcbe9cb0cf5bad6ea25645f4407fc544a1c	The SemEval-2010 dataset is primarily used for evaluating semantic role labeling systems, particularly focusing on identifying implicit arguments for nominal predicates. This dataset supports research in document-level event extraction by providing annotated data that helps assess the performance of systems in recognizing and labeling these implicit arguments, enhancing the accuracy of event extraction tasks.
MUC1	https://www.semanticscholar.org/paper/0fb0595be9400709a79040a1a7ef5346d331e28e	https://doi.org/10.3115/1071958.1071960	The MUC1 dataset is used to define and simplify the event-based template-filling task, facilitating easier application in document-level event extraction. It enables researchers to focus on extracting structured information from documents by providing a standardized framework, enhancing the clarity and consistency of event extraction methodologies.
GNBusiness-Full-Text	https://doi.org/10.18653/v1/P19-1276	https://doi.org/10.18653/v1/N18-1202	The GNBusiness-Full-Text dataset is used to fine-tune the ELMo model for document-level event extraction, specifically enhancing contextual word representations in business-related texts. This approach improves the model's ability to identify and extract events within documents, addressing research questions related to the accuracy and context sensitivity of event extraction in business contexts.
ASTRE	https://doi.org/10.18653/v1/P19-1276	https://doi.org/10.1177/001316446002000104	The ASTRE dataset is mentioned in the citation context but lacks detailed descriptions of its usage, methodology, research questions, or specific characteristics. Therefore, there is insufficient evidence to provide a comprehensive synthesis of how this dataset is actually used in research.
automatically labeled data	https://doi.org/10.18653/v1/D18-1158	https://doi.org/10.18653/v1/P17-1038	The 'automatically labeled data' dataset is used to augment the DMCNN method for large-scale event extraction, providing additional labeled instances to enhance model training. This dataset enables researchers to improve the performance and scalability of event extraction models by increasing the volume of training data.
ACE 2005 (zh)	https://doi.org/10.48550/arXiv.2309.14258	https://doi.org/10.18653/v1/D19-1585	The ACE 2005 (zh) dataset is used for Chinese event extraction, specifically focusing on identifying named entities, relations, and events within news articles. Researchers employ this dataset to develop and evaluate models that can accurately extract and classify these elements, enhancing the understanding and processing of Chinese text in news contexts.
