Name (extracted)	Citing Article	Citied Article	Features
FEED	https://doi.org/10.1145/3589335.3651921	https://doi.org/10.18653/v1/P18-4009	The FEED dataset is used for document-level event extraction, specifically focusing on fine-grained event detection and argument linking. Researchers employ this dataset to enhance the precision of identifying and linking events within documents, addressing challenges in natural language processing. The dataset's fine-grained nature supports advanced methodologies for improving event extraction accuracy.
Doc-EE	https://doi.org/10.48550/arXiv.2411.08708	https://doi.org/10.18653/v1/2020.acl-main.718	The Doc-EE dataset is primarily used for document-level event extraction, serving as a large-scale and fine-grained benchmark. It focuses on the complexity and fine-grained nature of events within documents, enabling researchers to investigate events across multiple sentences. The dataset facilitates the study of event extraction at the document level, though specific structural details and limitations are not fully described in the literature.
MUC	https://doi.org/10.48550/arXiv.2411.08708	https://doi.org/10.3115/1071958.1071960	The MUC dataset is used for document-level event extraction, specifically focusing on message understanding and evaluation in news articles. It enables researchers to analyze and extract events from textual data, enhancing the accuracy of event identification and context understanding in news corpora. This dataset supports methodologies aimed at improving natural language processing techniques for event detection.
Message Understanding Conference-6	https://doi.org/10.48550/arXiv.2404.12242	https://www.semanticscholar.org/paper/8955186c6000decdf713acf1423468df50f427e1	The Message Understanding Conference-6 dataset is used to evaluate systems for processing and understanding terrorist attack events. It focuses on information extraction and event detection methodologies, enabling researchers to assess the accuracy and effectiveness of these systems in identifying and extracting relevant event data from documents.
CIFAR-10	https://doi.org/10.48550/arXiv.2402.06973	https://doi.org/10.18653/v1/P19-1213	The CIFAR-10 dataset is used to evaluate summarization systems, particularly focusing on different topics and evaluation criteria compared to MUC-4/MUCSUM. It enables researchers to assess the performance of summarization models across diverse content, providing a benchmark for comparing system effectiveness in generating concise and accurate summaries.
ACE05	https://doi.org/10.48550/arXiv.2402.06973, https://doi.org/10.1109/IJCNN54540.2023.10191142	https://doi.org/10.18653/v1/2020.emnlp-main.751	The ACE05 dataset is used for evaluating event extraction systems, primarily through annotated news articles that include both events and entities. It serves as a benchmark to assess the performance of these systems, enabling researchers to compare different methodologies and approaches in event extraction. The dataset's detailed annotations facilitate precise evaluation and improvement of natural language processing techniques.
ACE04	https://doi.org/10.48550/arXiv.2402.06973, https://doi.org/10.1109/IJCNN54540.2023.10191142	https://doi.org/10.18653/v1/2020.emnlp-main.751	The ACE04 dataset is used for evaluating event extraction systems, primarily through annotated news articles that include both events and entities. It serves as a benchmark to assess the performance of these systems, enabling researchers to compare different methodologies and approaches in event extraction. The dataset's detailed annotations facilitate precise evaluation and improvement of natural language processing techniques.
Beyond NomBank	https://doi.org/10.18653/V1/2021.NAACL-MAIN.69		The 'Beyond NomBank' dataset is used to extend semantic role labeling beyond traditional verb-based predicates, incorporating nominal and adjectival predicates. This extension enhances the coverage and accuracy of semantic role labeling systems, addressing research questions related to the identification and annotation of a broader range of linguistic predicates. The dataset's inclusion of diverse predicate types enables more comprehensive semantic analysis in natural language processing tasks.
CodRED	https://doi.org/10.48550/arXiv.2406.16021	https://doi.org/10.18653/v1/2020.acl-main.622	The CodRED dataset is used for acquiring knowledge through cross-document relation extraction, focusing on identifying and analyzing real-world entities and their relationships across diverse documents. This methodology enables researchers to explore complex interactions and connections within and between documents, enhancing the understanding of entity relationships in various contexts.
Wikipedia-based dataset	https://doi.org/10.48550/arXiv.2411.08708	https://doi.org/10.18653/V1/2021.NAACL-MAIN.69	The Wikipedia-based dataset is used to study the distribution of event arguments across sentences, particularly those appearing outside the event trigger sentence. Researchers employ conditional generation methods to analyze these distributions, focusing on how event arguments are spread beyond the immediate context of the event trigger. This approach helps in understanding the structural and contextual aspects of event representation in text.
IREE	https://doi.org/10.1145/3589335.3651921	https://doi.org/10.1007/978-981-19-7596-7_16	The IREE dataset is used to extract fine-grained events from investment-related news, specifically focusing on 59 types of risk events across five major news categories. Researchers employ this dataset to identify and analyze these risk events, enhancing understanding of financial risks and their reporting in news media. The dataset's detailed categorization of events enables precise event extraction and analysis in financial contexts.
Roles Across Multiple Sentences (RAMS)	https://doi.org/10.18653/v1/2021.acl-long.492	https://doi.org/10.18653/v1/2020.acl-main.718	The Roles Across Multiple Sentences (RAMS) dataset is used for multi-sentence argument linking, specifically to connect arguments across multiple sentences. It provides annotations that facilitate the task of identifying and linking event arguments within and across sentences, enabling research in natural language processing focused on coherent event representation and argument structure.
ACE	https://doi.org/10.18653/v1/2021.findings-emnlp.32	https://www.semanticscholar.org/paper/0617dd6924df7a3491c299772b70e90507b195dc	The ACE dataset is used to define and benchmark the task of event extraction, specifically focusing on detecting event triggers and their arguments within sentences. It serves as a standard evaluation resource for comparing the performance of different event extraction systems, ensuring consistent and reliable assessment across various methodologies.
Chinese financial dataset from the Interdisciplinary Information Science Research at Tsinghua University	https://doi.org/10.1145/3584376.3584478	https://doi.org/10.18653/v1/D19-1032	The Chinese financial dataset from Tsinghua University is used for document-level event extraction in Chinese financial texts. Researchers employ an end-to-end framework to evaluate and assess the performance of event extraction models. This dataset enables detailed analysis and benchmarking of methodologies designed to identify and extract events from complex financial documents.
ON5V	https://doi.org/10.18653/V1/2021.NAACL-MAIN.69		The dataset 'ON5V' is mentioned in the citation context but lacks detailed descriptions of its usage, methodology, research questions, or specific characteristics. Therefore, there is insufficient evidence to provide a comprehensive synthesis of how this dataset is actually used in research.
Few-NERD	https://doi.org/10.48550/arXiv.2209.02203	https://doi.org/10.18653/v1/2021.acl-long.248	The Few-NERD dataset is used to train and evaluate few-shot named entity recognition (NER) models, focusing on incorporating cross-sentence information to enhance document-level understanding. This dataset enables researchers to address the challenge of recognizing entities with limited labeled data, making it particularly useful for scenarios where annotated resources are scarce. The dataset's design supports the development of models that can generalize well from a few examples, thereby advancing the field of NER in low-resource settings.
FewFC	https://doi.org/10.48550/arXiv.2404.12242	https://doi.org/10.48550/arXiv.2209.02693	The FewFC dataset is used to study overlapping events in document-level event extraction. Despite its small size and limited instances of overlapping events, it provides sentence-based annotations. Researchers employ this dataset to address challenges in identifying and extracting overlapping events within documents, leveraging its annotated sentences to develop and evaluate methodologies for handling such complexities.
GLACIER	https://doi.org/10.18653/V1/2020.ACL-MAIN.714	https://doi.org/10.3115/1699510.1699530	The GLACIER dataset is used for document-level event extraction, focusing on jointly considering phrasal and sentential evidence in information extraction tasks. This approach enhances the accuracy of extracting events by integrating context from phrases and sentences, addressing the need for more nuanced and context-aware extraction methods in natural language processing research.
