Name (extracted)	Citing Article	Citied Article	Features
Wikipedia	https://doi.org/10.1145/3474085.3475567 (2021), https://doi.org/10.1145/3583780.3614782 (2023), https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TPAMI.2013.142 (2014)	The Wikipedia dataset is primarily used for cross-modal multimedia retrieval experiments, generating image-text pairs from featured articles to explore correlation and abstraction in multimodal data. It is also utilized for entity aspect linking by treating section names as aspect labels and for event classification and relation extraction, contributing to the construction of a multi-modal event knowledge graph. These applications focus on integrating textual and visual information to enhance retrieval performance and knowledge graph construction.
ImageNet	https://doi.org/10.1609/aaai.v36i2.20123 (2022), https://doi.org/10.1145/3637528.3671769 (2024), https://doi.org/10.1145/3394171.3413711 (2020) (+2)	https://doi.org/10.1109/cvpr.2016.90 (2015)	ImageNet is primarily used to pre-train deep learning models such as ResNet-50, ResNet-152, and VGG-16, which extract high-dimensional feature vectors from images. These pre-trained features are then utilized to initialize the backbone image encoders in models like SSD and RetinaNet, enhancing their performance in multi-modal reasoning tasks. The dataset's large-scale hierarchical structure and rich semantic information enable effective transfer learning, improving the models' ability to learn and generalize from visual data.
GQA	https://doi.org/10.1145/3579051.3579073 (2022), https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1007/s11263-016-0981-7 (2016)	The GQA dataset is utilized for grounded question answering and visual reasoning, providing rich annotations and scene graphs that integrate visual and textual information. It supports the evaluation of various visual question answering methods, focusing on relational reasoning and complex question answering tasks that require multi-step reasoning over images and knowledge graphs. The dataset captures relationships among entities, enabling research that combines external knowledge with visual data.
TQA	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2306.13394 (2023)	The TQA dataset is used to evaluate multimodal question answering systems, particularly in educational contexts. It assesses models' abilities to reason over both visual and textual information, such as diagrams and images, and to integrate these modalities for accurate answers. The dataset emphasizes multimodal machine comprehension and problem-solving, enabling researchers to test and improve the performance of models in complex, real-world scenarios.
MME	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2306.13394 (2023)	The MME dataset is utilized to benchmark and evaluate multimodal large language models across various reasoning tasks, including image-text alignment and reasoning. It provides a comprehensive evaluation framework, enabling researchers to assess model performance in educational settings, particularly in integrating visual and textual data for problem-solving.
NELL	https://doi.org/10.48550/arXiv.2506.11012 (2025), https://doi.org/10.24963/ijcai.2024/236 (2024), https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v24i1.7519 (2010)	The NELL dataset is primarily used for never-ending language learning, where it continuously extracts and represents knowledge in a graph structure. It serves as a benchmark for First-Order Knowledge Graph Completion, evaluating model performance in completing knowledge graphs. Additionally, NELL is utilized as a knowledge base for multi-modal reasoning, integrating textual and structured data to enhance the depth and breadth of the knowledge graph through continuous web learning.
VQA	https://doi.org/10.48550/arXiv.2501.04173 (2025), https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.48550/arXiv.2504.10074 (2025)	https://doi.org/10.1007/s11263-016-0966-6 (2015)	The VQA dataset is primarily used for developing and evaluating visual question answering models, which integrate image and text modalities to answer questions about images. It includes 5,000 validation samples and employs the VQA score metric to assess performance. The dataset enhances diversity and complexity by balancing image-question pairs, and it captures relationships among mentions and entities, providing knowledge about named entities and their relations in images.
MKG-Y	https://www.semanticscholar.org/paper/d9188b30d72c15fee4733c0602aaf3cc2b1b6f7a (2024), https://www.semanticscholar.org/paper/fd43bd0f6a83b3a9c0debf6f0fa10abdf6ad394a (2024), https://doi.org/10.1109/KSE63888.2024.11063656 (2024) (+1)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The MKG-Y dataset is used in multi-modal knowledge graph reasoning research, specifically to evaluate and enhance models' capabilities in handling diverse modalities such as textual and visual information. It is employed to test robustness in entity linking, relation extraction, and cross-modal entity alignment. The dataset facilitates the integration of structured and unstructured data, often using vision encoders like BEiT, to improve multimodal representation learning and reasoning.
FB15K-YAGO15K	https://doi.org/10.1145/3637528.3671769 (2024), https://doi.org/10.48550/arXiv.2407.19625 (2024), https://doi.org/10.1609/aaai.v38i8.28762 (2024)	https://doi.org/10.1609/aaai.v35i5.16550 (2020)	The FB15K-YAGO15K dataset is primarily used for evaluating entity alignment in multi-modal knowledge graphs, particularly focusing on cross-KG entity alignment tasks. Researchers use it to assess the performance of methods like pre-trained VGG-16 for visual pivoting and the impact of seed entities or pre-aligned entities on alignment accuracy. This dataset facilitates the evaluation of cross-KG reasoning and alignment between subsets of Freebase and YAGO.
MM-Vet	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2306.13394 (2023)	The MM-Vet dataset is used for verifying the correctness and consistency of multimodal reasoning outputs in veterinary question answering. It tests models' ability to accurately interpret and respond to complex inputs combining visual and textual information, ensuring that predictions are reliable and consistent across modalities. This dataset enables researchers to evaluate and improve the performance of multimodal reasoning systems in a specialized domain.
WN9-IMG-TXT	https://doi.org/10.1109/ICDE55515.2023.00015 (2022), https://doi.org/10.1109/TKDE.2025.3546686 (2023)	https://doi.org/10.18653/v1/S18-2027 (2018)	The WN9-IMG-TXT dataset is used to enhance the data diversity of multi-modal knowledge graphs by integrating textual descriptions and images into entities. It supports research in multi-modal knowledge graph reasoning, particularly in improving the richness of auxiliary data and verifying reasoning performance in a transductive setting. The dataset is also utilized to set embedding dimensions for image features and extract image features for entities, typically using 10 images per entity. It serves as a benchmark to compare with other datasets like FB-IMG-TXT, highlighting differences in sparsity and complexity in multi-modal knowledge graph representation learning.
FB-IMG-TXT	https://doi.org/10.1109/ICDE55515.2023.00015 (2022), https://doi.org/10.1109/TKDE.2025.3546686 (2023)	https://doi.org/10.18653/v1/S18-2027 (2018)	The FB-IMG-TXT dataset is used to enhance the data diversity of multi-modal knowledge graphs by integrating textual descriptions and images into entities, improving the richness of auxiliary data. It supports multi-modal knowledge graph reasoning, particularly in a transductive setting, by verifying reasoning performance and setting embedding dimensions for image features. The dataset includes 100 images per entity, aiding in representation learning and addressing challenges related to sparsity and complexity in multi-modal data.
PMR	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/2022.acl-long.66 (2021)	The PMR dataset is used to evaluate premise-based multimodal reasoning, focusing on conditional inference from joint textual and visual clues. It is employed to assess models like ModCR and to conduct ablation studies, verifying the effectiveness of high-quality, human-constructed samples and the impact of manual annotation on reasoning performance.
OK-VQA	https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.3390/electronics12061390 (2023)	https://doi.org/10.1109/CVPR.2019.00331 (2019)	The OK-VQA dataset is used for evaluating visual-retriever-reader models in knowledge-based question answering, focusing on open-ended questions that require external textual knowledge beyond the image content. It tests the reasoning capabilities of VQA models by integrating visual and textual information, assessing the need for external knowledge to answer questions and capturing relationships among mentions and entities.
TWITTER	https://doi.org/10.1145/3451215 (2021), https://doi.org/10.48550/arXiv.2304.11116 (2023)	https://doi.org/10.1145/3123266.3123454 (2017)	The TWITTER dataset is primarily used for rumor detection on microblogs, integrating textual, visual, and social context information through multimodal fusion techniques, such as recurrent neural networks. It is employed to compare the performance of different models, particularly focusing on the effectiveness of multimodal information and knowledge concept components in enhancing accuracy. The dataset facilitates research by providing a rich, multi-faceted source of data for evaluating and refining rumor detection algorithms.
MMKG	https://doi.org/10.1145/3627673.3679126 (2024), https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.1145/3583780.3614782 (2023)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The MMKG dataset is used to evaluate and enhance multi-modal knowledge graph reasoning, integrating visual, textual, and numerical information. It facilitates the incorporation of visual data into entities, though with low image coverage, which affects comprehensive entity representation. The dataset supports the integration of symbolic knowledge with pre-trained visual-language models, improving performance in open-domain VQA tasks. Additionally, it aids in retrieving deep learning paper implementations, enhancing access to associated code in academic research.
WN18RR	https://doi.org/10.1145/3545573 (2022), https://doi.org/10.1109/TKDE.2022.3220625 (2023)	https://doi.org/10.18653/v1/W15-4007 (2015)	The WN18RR dataset is primarily used to evaluate and validate models for multi-modal knowledge graph reasoning, particularly focusing on wordnet relations and link prediction tasks. It is employed to assess the performance of various neural network architectures, such as CMGNN and HRGAT, in handling hierarchical and semantic relationships, entity ranking, and graph construction. The dataset also supports the integration of textual information to enhance knowledge graph reasoning, demonstrating improvements in convergence speed and state-of-the-art results.
ScienceQA	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2306.13394 (2023)	The ScienceQA dataset is used to evaluate scientific question answering systems, particularly focusing on the integration of visual and textual information to solve complex problems. It sources data for assessing multi-modal reasoning in scientific contexts, enabling researchers to test how effectively models can combine different types of information to provide accurate answers.
Geometry3K	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.18653/v1/2021.acl-long.528 (2021)	The Geometry3K dataset is used to evaluate geometry problem-solving capabilities, particularly focusing on formal language and symbolic reasoning in multimodal contexts. It enables researchers to assess and improve multimodal reasoning methods, specifically in handling geometry problems that require both visual and textual understanding.
Karpathy	https://doi.org/10.1609/aaai.v38i3.28017 (2023)	https://doi.org/10.1109/CVPR.2015.7298932 (2014)	The Karpathy dataset is primarily used for training and evaluating image captioning and vision-language models, focusing on the alignment of visual and semantic information. It supports research in generating accurate image descriptions and aligning visual and textual data, enabling the development and assessment of deep visual-semantic alignment models.
KVC16K	https://www.semanticscholar.org/paper/d9188b30d72c15fee4733c0602aaf3cc2b1b6f7a (2024), https://doi.org/10.1145/3626772.3657800 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The KVC16K dataset is used in multi-modal Knowledge Graph Reasoning research to evaluate and validate trends, particularly in knowledge graph completion tasks. It focuses on predicting missing links using both textual and visual data, assessing models like M O M O K through performance metrics such as MRR and Hit@1. This dataset enables researchers to test the consistency and effectiveness of multi-modal reasoning approaches across different datasets.
Recipe1M+	https://doi.org/10.48550/arXiv.2308.04579 (2023)	https://doi.org/10.1109/TPAMI.2019.2927476 (2021)	The Recipe1M+ dataset is used to learn cross-modal embeddings for cooking recipes and food images, integrating textual and visual information. Research focuses on the relationship between textual recipe instructions and visual food representations, enabling the development of models that can understand and generate content across these modalities.
WN18	https://doi.org/10.48550/arXiv.2307.03591 (2023), https://doi.org/10.1145/3474085.3475470 (2021)	https://doi.org/10.1145/1376616.1376746 (2008)	The WN18 dataset is primarily used to integrate visual information into lexical relationships by extending entities with images, enhancing multi-modal reasoning in knowledge graphs. It is also utilized to evaluate the performance of translational embeddings in knowledge graph completion tasks, focusing on multi-relational data modeling. This integration of visual and textual data supports advanced representation learning and reasoning capabilities.
FB15k-237-IMG	https://doi.org/10.48550/arXiv.2307.03591 (2023), https://doi.org/10.3390/s24237605 (2024)	https://doi.org/10.1145/1376616.1376746 (2008)	The FB15k-237-IMG dataset is used to enhance multi-modal knowledge graph representation learning by extending entities in FB15k-237 with images. This extension supports visual context integration and entity linking, enabling researchers to evaluate models' performance on multi-modal knowledge graph reasoning tasks. The dataset's inclusion of images for each entity improves the visual aspect of entity relationships, facilitating more comprehensive and contextually rich reasoning.
IMGpedia	https://doi.org/10.1109/TKDE.2025.3546686 (2023), https://doi.org/10.1609/aaai.v38i17.29828 (2024), https://doi.org/10.1145/3627673.3679175 (2024)	https://doi.org/10.1007/978-3-319-68204-4_8 (2017)	The IMGpedia dataset is used to enhance multi-modal knowledge graph reasoning by providing content-based analysis of Wikimedia images. It links image metadata and annotations to structured data in DBpedia, grounding visual content and enriching linked data. This enables researchers to explore and reason about the relationships between visual and textual information in a more integrated manner.
FVQA	https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1109/TPAMI.2017.2754246 (2016)	The FVQA dataset is used for fact-based visual question answering, integrating factual knowledge with visual information. It captures relationships among mentions and entities, providing knowledge about named entities and their relations in images. This integration allows researchers to enhance the accuracy and depth of answers by leveraging supporting fact subgraphs, making it suitable for tasks that require both visual and textual understanding.
MMEA datasets	https://doi.org/10.48550/arXiv.2307.16210 (2023)	https://www.semanticscholar.org/paper/6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4 (2021)	The MMEA datasets are used to evaluate multi-modal entity alignment methods, addressing the challenges of aligning entities across different modalities in knowledge graphs. Research focuses on assessing model performance across bilingual, monolingual, and high-degree categories using pre-trained visual encoders like ResNet-152 and CLIP, under both standard and iterative settings. This enables researchers to compare and refine alignment techniques effectively.
hasPart KB	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1023/B:BTTJ.0000047600.45421.6D (2004)	The 'hasPart KB' dataset is used to provide part-whole relationships, specifically through has-Part triples, which contribute to the construction of knowledge graphs. It aids in the comprehension of complex objects and their components, particularly in the context of Visual Question Answering. This dataset enables researchers to enhance the reasoning capabilities of systems by integrating detailed part-whole relationships into knowledge graphs.
WebChild	https://doi.org/10.3233/sw-233510 (2023), https://doi.org/10.1145/3626772.3657790 (2024)	https://doi.org/10.1609/aaai.v31i1.11164 (2016)	The WebChild dataset is used to construct a knowledge graph with types of relations, distinct entities, and knowledge triples, which contributes to multi-modal reasoning tasks. It is also utilized as a subset for visual reasoning in Visual Question Answering (VQA), providing child-friendly knowledge for enhancing visual concept understanding. This dataset enables researchers to integrate textual and visual data, improving the performance of reasoning systems in both structured and unstructured environments.
KVQA	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/CVPR.2019.00331 (2019)	The KVQA dataset is used to test and evaluate models' ability to reason about visual content using external knowledge, incorporating knowledge graphs to answer questions that require structured data reasoning. It captures relationships among mentions and entities, providing knowledge about named entities and their relations in images, specifically designed to challenge models with complex reasoning tasks.
VG	https://doi.org/10.3233/sw-233510 (2023)	https://doi.org/10.1109/CVPR.2017.330 (2017)	The VG dataset is primarily used for training and evaluating models in scene graph generation, focusing on extracting visual entities and relationships. It supports the development of models like Faster RCNN and SGG pipelines, enhancing their ability to understand and generate scene graphs by connecting visual data with common sense knowledge. The dataset includes 50 predicate classes and 150 object classes, enabling researchers to benchmark their methods against state-of-the-art techniques using standard evaluation metrics and splits.
kgbench	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1007/978-3-030-77385-4_37 (2021)	The kgbench dataset is used to evaluate relational and multimodal machine learning models by providing a collection of knowledge graph datasets for benchmarking. It enables researchers to assess model performance across various knowledge graphs, focusing on tasks such as entity prediction and relation classification. The dataset's diverse and multimodal nature supports the development and comparison of advanced machine learning algorithms in knowledge graph reasoning.
wikidata5m	https://doi.org/10.1109/TPAMI.2024.3417451 (2022), https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1162/tacl_a_00360 (2019)	The wikidata5m dataset is used for knowledge graph reasoning, particularly in inductive settings. It contains 5 million entities and their relationships from Wikidata, enabling research on embedding and pre-trained language representations. This dataset facilitates the development and evaluation of models for inductive knowledge graph reasoning, enhancing the ability to infer relationships in unseen data.
pFoodREQ	https://doi.org/10.48550/arXiv.2308.04579 (2023)	https://doi.org/10.1109/TPAMI.2019.2927476 (2021)	The pFoodREQ dataset is utilized for personalized food recommendation by employing constrained question answering over a large-scale food knowledge graph. This approach enables researchers to address specific queries related to dietary preferences and restrictions, enhancing the accuracy and relevance of food recommendations. The dataset's extensive coverage of food items and their attributes supports sophisticated reasoning tasks, facilitating more tailored and context-aware recommendations.
