rank	corpus_id	title	confidence	is_relevant	reasoning
26	212854643	Learning Styles among Non-Native Speakers: A Comparative Study of Chinese and Iranian EFL Learners' Perceptual Learning Styles	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Non-native' and Required Elements: 'Statistical Learning'. While 'Non-native' is present in the form of 'Non-Native Speakers', 'Statistical Learning' is not explicitly mentioned in the title or abstract.
27	279019307	The Effectiveness of Using the Brainstorming Method in ‎Enriching Arabic Vocabulary through Telegram Application among Non-Native Arabic Students	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Non-native' and a Required Element of 'Statistical Learning'. While 'Non-native' is mentioned in the title ('Non-Native Arabic Students'), 'Statistical Learning' is not explicitly present in either the title or the abstract. Therefore, the paper does not match the topic according to the strict matching protocol.
28	126317509	Speaker similarity, acoustic properties, and perceptual learning with non-native speech	1.000	True	{'Condition Object': 'perceptual learning of non-native speech', 'Required Elements': ['non-native speech', 'statistical techniques']}
29	221696780	Student engagement and disengagement in TEL – The role of gaming, gender and non-native students	1.000	True	{'Condition Object': 'non-native students', 'Required Elements': {'non-native speakers': 'Using statistical methods, we explored the relationship between engagement, disengagement and the social categories: gamers, gender and non-native speakers.'}}
30	152158360	Beliefs about language learning: a study of post-secondary non-native learners of Chinese and teachers of Chinese in North America	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Non-native' and a Required Element of 'Statistical Learning'. While the term 'non-native' is present in the context of 'non-native learners of Chinese', the term 'statistical learning' is not explicitly mentioned in the title or abstract. The closest match is 'Structural Equation Modeling (SEM)', which is a statistical technique but does not exactly match 'statistical learning'. Therefore, the paper is marked as not relevant.
31	236849395	Tuning to Real-Life Language Statistics: Online Processing of Multiword Sequences in Native and Non-Native Speakers Across Language Registers	1.000	True	{'Condition Object': 'statistical learning non-native', 'Required Elements': {'statistical learning': 'statistical learning mechanisms', 'non-native': 'non-native speakers'}}
32	189813615	Individual differences in non-adjacent statistical dependency learning in infants	1.000	True	{'Condition Object': 'non-adjacent statistical dependency learning', 'Required Elements': {'infants': 'infants’ developing knowledge of grammar, infants’ ability to track statistical regularities, infants’ performance on tasks assessing the ability to learn non-adjacent statistical dependencies (NADs)', 'non-adjacent statistical dependencies': 'learn non-adjacent statistical dependencies (NADs), sensitivity to native-language NADs'}}
33	165164095	Accent classification in human speech biometrics for native and non-native english speakers	1.000	True	{'Condition Object': 'Accent classification in human speech biometrics', 'Required Elements': {'native and non-native speakers': 'native and non-native english speakers', 'statistical learning': 'statistical descriptions, Random Forest, Long Short-term Memory Neural Network, Hidden Markov Model'}}
34	191708076	The Effects of Language Games on Smartphones in Developing Arabic Speaking Skills among Non-Native Speakers	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Non-native' and a Required Element of 'Statistical Learning'. While 'non-native speakers' is mentioned in both the title and abstract, there is no explicit mention of 'Statistical Learning'. Therefore, the paper does not meet the strict matching criteria.
35	267207766	Distributional learning and overnight consolidation of a difficult non-native tone contrast	1.000	True	{'Condition Object': 'non-native tone contrast', 'Required Elements': {'distributional learning': 'distributional learning', 'overnight consolidation': 'overnight consolidation', 'non-native': 'non-native'}}
36	164837659	An Investigation On Mandarin Speaking Anxiety Among Non-Native Mandarin Learners	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Statistical Learning' and a Required Element of 'Non-native'. While the term 'non-native' is present in the title and abstract, there is no explicit mention of 'statistical learning'. Therefore, the paper does not meet the strict matching criteria.
37	51836734	Statistical Learning of Speech Sounds in Dyslexic and Typical Reading Children	1.000	True	{'Condition Object': 'Statistical learning of speech sounds', 'Required Elements': {'Non-native': 'non-native phonetic contrast'}}
38	185804	Adaptive Communication: Languages with More Non-Native Speakers Tend to Have Fewer Word Forms	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Statistical Learning' and a Required Element of 'Non-native'. While the term 'non-native' is present in both the title and abstract, there is no explicit mention of 'statistical learning'. Therefore, the paper does not meet the criteria for relevance under the strict matching protocol.
39	149757678	Acoustic cue variability affects eye movement behaviour during non-native speech perception	1.000	True	{'Condition Object': 'non-native speech perception', 'Required Elements': {'statistical distribution of acoustic cues': 'the statistical distribution of acoustic cues in speech', 'non-native acoustic dimension': 'acquisition of a non-native acoustic dimension, namely English speakers acquisition of lexical tone'}}
40	16847001	Discriminating Non-native Vowels on the Basis of Multimodal, Auditory or Visual Information: Effects on Infants’ Looking Patterns and Discrimination	1.000	True	{'Condition Object': 'Non-native Vowels', 'Required Elements': {'statistical distributions': 'by the statistical distributions of the speech sounds they hear', "infants' learning": 'Infants learn to discriminate speech sounds better when their input contains a two-peaked frequency distribution of those speech sounds', 'multimodal, auditory or visual information': 'learning from multimodal (i.e., auditory–visual), visual-only, or auditory-only information'}}
41	121096936	Statistical inference in the perceptual learning of non‐native speech category.	1.000	True	{'Condition Object': 'perceptual learning of non‐native speech category', 'Required Elements': {'non‐native speech category': 'non‐native speech category', 'statistical inference': 'statistical inference'}}
42	23778208	Improving native language (L1) identifation with better VAD and TDNN trained separately on native and non-native English corpora	1.000	True	{'Condition Object': 'native language (L1) identification', 'Required Elements': {'non-native English corpora': 'non-native English corpora'}}
43	9860743	Simultaneous Online Tracking of Adjacent and Non-adjacent Dependencies in Statistical Learning	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of 'non-native' as a Required Element. However, the term 'non-native' does not appear explicitly in the title or abstract. The paper discusses 'non-adjacent' dependencies but does not mention 'non-native' learning.
44	9816686	Japanese Lexical Simplification for Non-Native Speakers	0.000	False	The provided evidence does not contain any of the required elements for 'Statistical Learning Non-native'. The title and abstract focus on 'Japanese Lexical Simplification for Non-Native Speakers' but do not mention statistical learning or any related methodologies.
45	202670591	Effects of Statistical Learning Ability on the Second Language Processing of Multiword Sequences	1.000	True	{'Condition Object': 'Statistical Learning Ability', 'Required Elements': {'Second Language Processing': 'Effects of Statistical Learning Ability on the Second Language Processing of Multiword Sequences'}}
46	24986707	Comparing Articulatory and Acoustic Strategies for Reducing Non-Native Accents	1.000	True	{'Condition Object': 'Non-Native', 'Required Elements': {'statistical': ['statistical parametric speech synthesis'], 'learning': ['language learning']}}
47	13541585	Non-native phonemes in adult word learning: evidence from the N400m	0.000	False	The provided evidence does not contain any of the required elements for 'Statistical Learning Non-native'. The title and abstract focus on non-native phonemes in adult word learning and evidence from the N400m, which does not match the required topic.
48	63422528	Evaluation and Analysis of Duration Correction for Non-Native Speech Based on Waveform Modification	1.000	True	{'Condition Object': 'Non-Native Speech', 'Required Elements': {'statistical learning': 'statistical voice conversion', 'non-native': 'non-native speech'}}
49	54662069	University Students’ Perceptions of the Influence of Native and Non-native Teachers	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native speakers. While the abstract mentions 'non-native English speaker teachers (NNESTs)', there is no explicit mention of 'statistical learning'. Therefore, the paper does not meet all the required elements.
50	9883393	Discriminating Non-Native English with 350 Words	0.000	False	The provided evidence does not contain any of the required elements for 'Statistical Learning Non-native'. The title and abstract do not mention 'statistical learning' or any variant of the required elements.
51	144242131	Vowel length categorization in Arabic and Japanese: Comparison of native and non-native Japanese perception	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Statistical Learning' and Required Element: 'Non-native'. The term 'Statistical Learning' is not explicitly present in the title or abstract, and while 'non-native' is present, it is in the context of 'non-native Japanese perception', which does not match the required condition object.
52	220624179	Teaching English to Non-Native Learners of English with Mild Cognitive Impairment	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of terms related to statistical learning and non-native learners. While 'non-native learners' is mentioned in both the title and abstract, there is no explicit mention of 'statistical learning'.
53	5744218	Non-native tone perception from infant to adult: how consistent and flexible is it?	1.000	True	{'Condition Object': 'non-native tone perception', 'Required Elements': {'non-native': 'non-native contrast', 'statistical learning': 'statistical learning'}}
54	62619228	Handling Non-native Speech	0.000	False	The provided evidence does not contain any of the required elements for the topic 'Statistical Learning Non-native'. The title and abstract do not mention 'statistical learning' or any specific techniques or methodologies related to it.
55	123064581	Cortical rhythms to native and non‐native phonetic contrasts in infants and adults.	1.000	True	{'Condition Object': 'statistical learning', 'Required Elements': {'non-native': 'nonnative', 'phonetic contrasts': 'phonetic contrasts'}}
56	278775657	Multilingual Native Language Identification with Large Language Models	0.000	False	The provided topic 'Statistical Learning Non-native' does not match the required elements in the title or abstract. The term 'statistical learning' is not explicitly mentioned, and while 'non-native' could be inferred from 'native language identification', it is not directly stated as part of a statistical learning context.
57	279890384	Mastery in visual arts and the digital native teacher	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of 'statistical learning' and 'non-native'. While 'statistical data' is mentioned, it does not explicitly state 'statistical learning'. Additionally, 'non-native' is not mentioned in the title or abstract.
58	154565900	The First Impression of Non-native Romanised Mandarin Learners towards a Newly Designed Web-based Instruction with Customized Architecture Framework	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of 'statistical learning' and 'non-native'. While 'non-native' is present in the title, 'statistical learning' is not mentioned in either the title or the abstract.
59	18032765	Automatic correction of grammatical errors in non-native English text	1.000	True	{'Condition Object': 'non-native English text', 'Required Elements': {'statistical methods': 'using a combination of statistical and linguistic methods', 'grammatical errors': 'the automatic correction of grammatical errors in texts written by non-native speakers'}}
60	271249939	Impact of Social Media on English Language Learning Among First-Year Students at Qassim University	1.000	True	{'Condition Object': 'English language learning', 'Required Elements': {'non-native': 'non-native Saudis', 'statistical measures': 'measures of central tendency and other statistical measures'}}
61	269659373	effectiveness of language-related Youtube videos on EFL learning motivation	1.000	True	{'Condition Object': 'non-native', 'Required Elements': {'non-native English-speaker (NNES) videos': 'non-native English-speaker (NNES) videos were more effective in maintaining motivation across all proficiency levels'}}
62	121343513	Theoretical models of non‐native speech perception: Implications for perception of foreign‐accented speech	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of 'statistical learning' and 'non-native'. While 'non-native' is present in the title and abstract, 'statistical learning' is not explicitly mentioned. The abstract mentions 'learn statistical distributions', but this does not meet the exact-match policy requirement.
63	256921431	Differences in Detecting Statistical Visual Regularities between Typical and Poor Readers	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of terms related to statistical learning and non-native subjects. While the abstract mentions 'detecting visual regularities' which can be related to statistical learning, it does not explicitly mention 'non-native'. The study focuses on native-Arab readers, both typical and poor, thus it does not meet the required elements for the given topic.
64	53964768	Non‐native listeners’ representations of within‐word structure	1.000	True	{'Condition Object': 'Non-native listeners', 'Required Elements': {'statistical analysis': 'The statistical analysis showed that all groups exploited syllables to represent Japanese words irrespective of Japanese proficiency.', 'non-native': 'monolingual speakers of English learning Japanese'}}
65	242552502	Second Language Learning and Its Relationship with the Third Language Learning: Statistical Study	1.000	True	{'Condition Object': 'Second Language Learning and Its Relationship with the Third Language Learning', 'Required Elements': {'Statistical Study': 'statistical study', 'Non-native Speakers': 'non-native speakers'}}
66	122628233	The role of memory and representations in statistical learning	1.000	True	{'Condition Object': 'statistical learning', 'Required Elements': {'non-native': 'non-native phonetic units'}}
67	269216431	EMPIRICAL STUDY Close Encounters of the Word Kind: Attested Distributional Information Boosts Statistical Learning	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of 'statistical learning' and 'non-native'. While 'statistical learning' is present in the abstract, 'non-native' is not explicitly mentioned. The term 'non-naturalistic' is used, but it does not exactly match 'non-native'.
68	54467301	A Machine Learning Approach to Indian Native Language Identification	1.000	True	{'Condition Object': 'Non-native', 'Required Elements': {'Statistical Learning': 'statistical feature selection methodology', 'Non-native': 'non-native users'}}
69	278954512	Factors Influencing Students’ Motivation to Transfer Learning from EAP Courses to Disciplinary Courses in a US University Context	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Statistical Learning' and a Required Element of 'Non-native'. While the term 'non-native' is present in the abstract ('non-native English speakers'), there is no explicit mention of 'Statistical Learning' in either the title or the abstract. Therefore, the paper does not meet the strict matching criteria and is marked as not relevant.
70	277279341	Investigating Suitable Strategy for Learning Correlative Conjunctions in a Rural-Based Secondary School	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native speakers. While the abstract mentions 'non-native English speakers', it does not explicitly mention 'statistical learning'. The focus appears to be on a specific teaching strategy (matching game) rather than statistical learning methods.
71	260981633	Online Learning Experiences for Speaking Activities among Malaysian Undergraduate ESL Students	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Statistical Learning' and a Required Element of 'Non-native'. While the abstract mentions 'statistical analysis' and refers to 'non-native English speakers', the term 'Statistical Learning' as a specific focus or methodology is not explicitly mentioned. Therefore, it does not meet the strict matching criteria.
72	263909968	Research on English grammar error correction algorithm based on deep learning	1.000	True	{'Condition Object': 'Statistical Learning Non-native', 'Required Elements': {'Non-native': 'Non-native speakers', 'Statistical Learning': 'statistical classification-based error correction models'}}
73	12499859	How Do Statistical Learning and Perceptual Reorganization Alter Dutch Infant's Perception to Lexical Tones?	1.000	True	{'Condition Object': 'statistical learning and perceptual reorganization', 'Required Elements': {'non-native': ['nonnative', 'non-native'], 'statistical learning': ['statistical learning'], 'perceptual reorganization': ['perceptual reorganization']}}
74	52188925	Effective Acoustic Cue Learning Is Not Just Statistical, It Is Discriminative	1.000	True	{'Condition Object': 'non-native acoustic cue', 'Required Elements': {'statistical learning': 'A growing statistical learning literature suggests that listeners extract statistical information from the linguistic environment.', 'non-native': 'The present study investigates effects of predictive temporal cue structure on acquisition of a non-native acoustic cue dimension.'}}
75	266748024	Do EFL Instructors’ Interactions with Their Students on Learning Management Systems Differ by Certain Variables?	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Statistical Learning' and a Required Element of 'Non-native'. While the abstract mentions 'statistical data underwent analysis' and 'native languages', there is no explicit mention of 'Statistical Learning' as a specific focus or 'Non-native' in a way that clearly aligns with the required elements. The term 'non-native' is implied but not directly stated in the context of the study's focus.
76	147814718	Influence of biofeedback training on English learning and brain wave changes of prefrontal cortex in Chinese native speakers	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native speakers. While the abstract mentions 'Chinese native speakers' and 'English learning', it does not explicitly mention 'statistical learning'. Therefore, it does not meet all the required elements.
77	256802022	Effectiveness of Mobile Learning in Enhancing Saudi English Majors’ Skills in Learning Vowels	1.000	True	{'Condition Object': 'non-native', 'Required Elements': {'statistical learning': 'descriptive and inferential statistical analyses were applied', 'non-native': 'non-native English majors face... non-native Saudi students... non-native learners'}}
78	29630111	Studying of Russian Folk Tales in the Context of Intercultural Dialogue at Schools with (Non-Russian) Language Learning	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Statistical Learning', and Required Elements: 'Non-native'. While 'Non-native' is mentioned in the title ('Non-Russian'), there is no explicit mention of 'Statistical Learning' in either the title or abstract.
79	251253312	Unravelling Interlanguage Facts via Explainable Machine Learning	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Non-native' and Required Elements: ['Statistical Learning', 'Non-native']. The term 'Statistical Learning' is mentioned in the abstract, but 'Non-native' is only part of the phrase 'native or a non-native speaker' and does not stand alone as a focus. The paper focuses more on Native Language Identification and explaining the classifier's decisions rather than specifically on non-native speakers as a standalone condition.
80	199022504	Native Language's Effect on Java Compiler Errors	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native aspects. While the abstract mentions 'Speakers of languages other than English face unique challenges while learning to program' and 'native language groups', there is no explicit mention of 'statistical learning'. The focus appears to be on compiler errors rather than statistical learning methods.
81	144072744	The Presence or Absence of Definiteness in the Native Language and Its Impact on ESL Learning	0.000	False	The provided topic 'Statistical Learning Non-native' decomposes into a Condition Object of 'Statistical Learning' and a Required Element of 'Non-native'. While the abstract mentions 'non-native speakers of English', there is no explicit mention of 'Statistical Learning'. Therefore, the paper is not relevant according to the strict matching protocol.
82	11716387	Statistical phonetic learning in infants: facilitation and feature generalization.	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native aspects. While the abstract mentions 'statistical account' and 'non-native speech contrasts', it does not explicitly state 'Statistical Learning' as a cohesive term and the focus seems to be more on the development of native language perception rather than non-native learning. Therefore, it does not fully meet the required elements.
83	223575511	The Effect of Task-based Language Teaching in Learning Motivation	0.000	False	The provided topic 'Statistical Learning Non-native' does not have a clear decomposition into a Condition Object and Required Elements based on the given strict matching protocol. However, attempting to decompose it, we might consider 'Statistical Learning' as the Condition Object and 'Non-native' as a Required Element. The term 'Statistical Learning' is not explicitly mentioned in the title or abstract, and while 'non-native' is present, it is in the context of 'non-native Mandarin learners', which may not strictly match the required element 'Non-native'. Therefore, the paper is marked as NOT RELEVANT.
84	267426280	AI‐based language tutoring systems with end‐to‐end automatic speech recognition and proficiency evaluation	1.000	True	{'Condition Object': 'language tutoring systems for non‐native speakers', 'Required Elements': {'non‐native speakers': 'Given the frequent errors in non‐native speech, high‐performance spontaneous speech recognition must be applied.', 'automatic speech recognition': 'by leveraging advanced end‐to‐end automatic speech recognition (ASR) and proficiency evaluation.', 'proficiency evaluation': 'Automatic proficiency evaluation is performed by a model trained to maximize the statistical correlation between the fluency score manually determined by a human expert and a calculated fluency score.'}}
85	246580608	Acquisition of English Discourse Markers by Chinese L1 Speakers Learning English in the US: Frequency and Social impact	1.000	True	{'Condition Object': 'Acquisition of English Discourse Markers by Chinese L1 Speakers Learning English', 'Required Elements': ['non-native speakers', 'statistical tests', 'discourse markers', 'Chinese L1 speakers', 'English']}
86	252001966	Vocabulary Learning Plan for Grade-7 Learners in Bauan, Batangas	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Non-native' and Required Elements: ['Statistical Learning']. The term 'Non-native' is present in the abstract ('non-native speakers'), but 'Statistical Learning' is not mentioned explicitly. Therefore, the paper is marked as not relevant.
87	244639072	English Language Learning Motivation among Students in QiLu University of Technology in China	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of 'statistical learning' and 'non-native'. While 'non-Native English-speaking countries' is mentioned, there is no explicit mention of 'statistical learning'.
88	252288703	Problem-Based Learning for Urdu Medium Language students to learn English Language Skills	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Non-native' and Required Elements: ['Statistical Learning']. While 'non-native' is mentioned in the abstract ('non-native English language students'), 'Statistical Learning' is not explicitly present in either the title or the abstract.
89	274640523	Improving L2 Pronunciation with AI-Enhanced Narratives: Investigating Unfamiliar Arabic Contrastive Sounds	1.000	True	{'Condition Object': 'non-native speakers', 'Required Elements': {'AI-enhanced narratives': 'AI-enhanced narratives', 'pronunciation': 'pronunciation', 'non-native speakers': 'non-native speakers', 'Arabic': 'Arabic'}}
90	273867555	A Model For Teaching Arabic Grammar In Light Of The Common European Framework Of Reference For Languages	0.000	False	The topic 'Statistical Learning Non-native' decomposes into Condition Object: 'Statistical Learning' and Required Elements: ['Non-native']. While the term 'non-native' is present in the abstract, there is no explicit mention of 'statistical learning'. Therefore, the paper is marked as not relevant.
91	272169358	The Impact of TikTok on Pronunciation Skills: A Study of Chinese EFL Learners in Universiti Malaya	1.000	True	{'Condition Object': 'non-native English-speaking students', 'Required Elements': ['TikTok', 'English pronunciation', 'hybrid methodology', 'Score Comparison', 'Statistical Testing', 'Thematic Analysis', 'Error Analysis']}
92	279301171	Didactic Audiovisual Translation in Online and Face-to-face Class Environments. A Comparative Study	0.000	False	The topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native speakers. While the abstract mentions 'non-native English-speaking participants', it does not explicitly mention 'statistical learning'. The focus appears to be on didactic audiovisual translation methodology and its impact on language skills rather than statistical learning techniques.
93	276561346	Applied Study Of The Processability Theory OF Arabic Learners In The Islamic University Of Madinah/ دراسة تطبيقية لنظرية قابلية المعالجة على مجموعة من متعلمي اللغة العربية في الجامعة الإسلامية بالمدينة المنورة	0.000	False	The provided topic 'Statistical Learning Non-native' does not have a clear decomposition into a Condition Object and Required Elements as per the strict matching protocol. However, based on the available evidence, the paper focuses on 'teaching Arabic to non-native speakers' and includes 'statistical analysis regarding the student's progress in learning Arabic.' While 'non-native speakers' and 'statistical analysis' are mentioned, there is no explicit mention of 'Statistical Learning' as a specific methodology or approach. Therefore, the paper is marked as NOT RELEVANT.
94	240791687	Early phonetic learning without phonetic categories -- Insights from large-scale simulations on realistic input	0.300	False	error: Expecting ':' delimiter: line 8 column 61 (char 237)
95	5969617	(Non)words, (non)words, (non)words: evidence for a protolexicon during the first year of life.	0.000	False	The provided topic 'Statistical Learning Non-native' requires the presence of elements related to statistical learning and non-native language contexts. The abstract and title focus on infants' sensitivity to statistical cues in their native language, specifically mentioning 'native language' and 'French-learning infants'. There is no explicit mention of 'non-native' language learning or contexts.
