Name (extracted)	Citing Article	Citied Article	Features
H-DIVaR	https://doi.org/10.1109/ICDAR.2019.00066 (2019)	https://doi.org/10.1109/ICFHR-2018.2018.00089 (2018)	The H-DIVaR dataset is utilized for baseline detection in historical document images, particularly for the ICDAR2017 competition. It focuses on accurate baseline extraction, enabling researchers to improve the precision of text line segmentation in historical documents. This dataset supports methodologies aimed at enhancing the recognition and processing of historical texts by providing a benchmark for evaluating baseline detection algorithms.
George Washington dataset	https://doi.org/10.1109/ICDAR.2019.00194 (2019)	https://doi.org/10.1109/ICFHR.2010.120 (2010)	The George Washington dataset is used to evaluate and validate text line segmentation algorithms on historical documents from the George Washington era. Research focuses on assessing the legibility and historical context of early American documents, emphasizing the accuracy and performance of segmentation techniques. This dataset enables researchers to test and refine algorithms specifically tailored for historical texts, ensuring they can effectively handle the unique characteristics of these documents.
ANT4	https://doi.org/10.1109/ICDAR.2019.00066 (2019)	https://doi.org/10.1109/ICFHR.2016.0093 (2016)	The ANT4 dataset is used for evaluating the accuracy and robustness of text line segmentation algorithms on historical document images. Researchers employ this dataset to test and compare different segmentation methods, focusing on their performance in handling the complexities of historical documents. This enables advancements in the field of historical document analysis and preservation.
VML-HD	https://doi.org/10.1145/3352631.3352648 (2019)	https://doi.org/10.1109/ICFHR.2016.0093 (2016)	The VML-HD dataset is used for developing recognition systems in historical Arabic documents, specifically focusing on explicit pixel labeling for text line segmentation. This methodology involves precise identification and separation of text lines, enabling more accurate and reliable processing of historical documents. The dataset's detailed pixel-level annotations facilitate robust training and evaluation of segmentation algorithms, enhancing the overall performance of text recognition systems in this domain.
HimanisAct	https://doi.org/10.1145/3476887.3476905 (2021)	https://doi.org/10.1109/ICDAR.2017.59 (2017)	The HimanisAct dataset is used to train handwritten document recognition systems and to conduct text content-based layout analysis, particularly focusing on act-level annotations in historical documents. Comprising 739 pages from medieval manuscript collections, the dataset enables researchers to improve the accuracy of text recognition and analyze the structural layout of historical texts.
ICDAR2017 Competition on Layout Analysis for Challenging Medieval Manuscripts	https://doi.org/10.1109/ICDAR.2019.00194 (2019)	https://doi.org/10.1109/ICDAR.2017.223 (2017)	The ICDAR2017 Competition on Layout Analysis for Challenging Medieval Manuscripts dataset is used to evaluate text-line segmentation methods, focusing on the layout analysis challenges in medieval manuscripts. It provides RGB images with polygonal enclosures of text lines, enabling researchers to develop and test algorithms for accurate text line segmentation in historical documents.
cBAD2019	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.1109/ICFHR2020.2020.00025 (2020)	The cBAD2019 dataset is used for evaluating text line segmentation algorithms on historical documents, particularly focusing on complex layouts and degraded images. This dataset enables researchers to test and improve the accuracy of segmentation techniques in challenging conditions, enhancing the readability and accessibility of historical texts.
cBAD2	https://doi.org/10.1109/ICDAR.2019.00066 (2019)	https://doi.org/10.1109/ICDAR.2017.222 (2017)	The cBAD2 dataset is used for evaluating text line segmentation algorithms, particularly focusing on baseline detection in historical documents. It assesses the robustness of these methods across various writing styles and conditions, serving as a benchmark in the ICDAR competition. This dataset enables researchers to test and compare the performance of different algorithms in challenging historical document scenarios.
HOME-NACR	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.1109/ICFHR2020.2020.00025 (2020)	The HOME-NACR dataset is used to evaluate text line segmentation performance on historical documents, especially those with ornate and varied layouts. Researchers apply this dataset to assess the accuracy and robustness of segmentation algorithms in handling complex historical texts, ensuring they can effectively process and analyze documents with intricate design elements.
Horae	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.1109/ICFHR2020.2020.00025 (2020)	The Horae dataset is used to evaluate text line segmentation methods on historical religious texts, particularly focusing on intricate layouts and high-resolution images. This dataset enables researchers to assess the accuracy and robustness of segmentation algorithms in handling complex and degraded historical documents.
READ-Complex	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.1109/ICFHR2020.2020.00025 (2020)	The READ-Complex dataset is employed to test text line segmentation algorithms on challenging historical documents, particularly those with complex layouts and low-quality images. This dataset enables researchers to evaluate and improve the robustness of their algorithms in handling difficult conditions, thereby advancing the accuracy of text line segmentation in historical document analysis.
READ-Simple	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.1109/ICFHR2020.2020.00025 (2020)	The READ-Simple dataset is utilized for benchmarking text line segmentation models on simpler historical documents. It provides a baseline for performance evaluation, enabling researchers to compare the effectiveness of different models in segmenting text lines. This dataset supports the development and refinement of text line segmentation techniques by offering a standardized test environment.
AHDB dataset	https://doi.org/10.1109/ICDARW.2019.50110 (2019)	https://doi.org/10.1109/IWFHR.2002.1030957 (2002)	The AHDB dataset is primarily used for testing and evaluating methods in Arabic handwritten text recognition and word extraction from Arabic handwritten documents. It achieves 86% accuracy in text recognition and focuses on F-measure for word extraction performance. The dataset is specifically designed to support research in these domains, enabling the development and assessment of algorithms tailored to Arabic script.
text line segmentation dataset	https://doi.org/10.1109/ICFHR-2018.2018.00050 (2018)	https://doi.org/10.1109/ICDAR.2007.127 (2007)	The 'text line segmentation dataset' is used to evaluate the accuracy and performance of text line extraction algorithms on 350 handwritten document images. Researchers employ this dataset to test and refine their methods, focusing on improving the precision of text line segmentation in historical documents. This dataset enables the development and validation of algorithms designed to handle the complexities of handwritten text, enhancing the reliability of automated text processing in historical document analysis.
ICDAR 2013 test dataset	https://doi.org/10.1109/ICFHR-2018.2018.00050 (2018)	https://doi.org/10.1109/ICDAR.2007.127 (2007)	The ICDAR 2013 test dataset is used to evaluate the performance of text line segmentation methods in historical documents. It measures accuracy using metrics such as DR, RA, and FM, providing standardized test cases for comparing different approaches. This enables researchers to benchmark and refine their algorithms effectively.
IAM database	https://www.semanticscholar.org/paper/2c4c976fdf3d8191caeb097c07f64e500b2f6712 (2016), https://doi.org/10.1007/s10032-006-0023-z (2007)	https://doi.org/10.1007/s100320200071 (2002)	The IAM database is used to train and evaluate algorithms for text line segmentation in handwritten English texts, with a focus on accuracy and robustness. It provides material for handwritten page segmentation, particularly addressing text line segmentation in historical documents. This dataset enables researchers to test and improve segmentation methods, enhancing their performance on complex, historical handwriting.
Himanis-GMV dataset	https://doi.org/10.1145/3476887.3476905 (2021)	https://doi.org/10.1109/ICDAR.2017.307 (2017)	The Himanis-GMV dataset is used to study text line segmentation in historical documents, focusing on 1,435 pages from the dataset. It is aligned at the line level using Transkribus, enabling researchers to analyze and improve text line segmentation techniques specifically for historical documents. This dataset facilitates the development and evaluation of algorithms for enhancing the accuracy of text line segmentation in challenging historical materials.
ICDAR 2009	https://doi.org/10.1007/978-3-030-68787-8_9 (2021)	https://www.semanticscholar.org/paper/3e0e337b477e0c226da00eae03fd29882275a469 (1893)	The ICDAR 2009 dataset is used for evaluating text line extraction methods in historical documents, focusing on the accuracy and robustness of algorithms. It serves as a benchmark for comparing the performance of different text line segmentation techniques, enabling researchers to assess and improve algorithmic effectiveness in processing historical texts.
ICDAR 2013	https://doi.org/10.1007/978-3-030-68787-8_9 (2021)	https://www.semanticscholar.org/paper/3e0e337b477e0c226da00eae03fd29882275a469 (1893)	The ICDAR 2013 dataset is used for evaluating text line extraction methods, particularly in handling diverse historical document layouts. It serves as a standardized test set to assess the accuracy and robustness of algorithms, enabling researchers to compare and improve text line segmentation techniques.
ICDAR 2017	https://doi.org/10.1007/978-3-030-68787-8_9 (2021)	https://www.semanticscholar.org/paper/3e0e337b477e0c226da00eae03fd29882275a469 (1893)	The ICDAR 2017 dataset is used for evaluating text line detection methods, specifically focusing on the identification and segmentation of text lines in complex documents. It enables researchers to assess the performance of various algorithms in accurately segmenting text lines, which is crucial for improving the readability and accessibility of digitized documents.
Church registers	https://doi.org/10.1007/s10032-006-0023-z (2007)	https://doi.org/10.1109/ICDAR.2001.953888 (2001)	The 'Church registers' dataset is used for line detection and segmentation in historical documents, particularly focusing on 18th and 19th-century church records. Researchers employ a grouping baselines method to accurately segment text lines, enabling precise analysis and transcription of these historical documents. This methodology facilitates the study of historical demographic data and genealogical information by improving the readability and accessibility of church records.
BAMBI/Italian manuscripts	https://doi.org/10.1007/s10032-006-0023-z (2007)	https://doi.org/10.1109/ICDAR.2001.953888 (2001)	The BAMBI/Italian manuscripts dataset is used to segment cursive handwriting lines in 16th-century Italian gray-level manuscript images. This enhances access to historical documents by improving the readability and analysis of cursive text in these manuscripts. The dataset's focus on gray-level images supports advanced image processing techniques, facilitating more accurate text line segmentation.
Church Registers images	https://doi.org/10.1007/s10032-006-0023-z (2007)	https://doi.org/10.1109/ICDAR.2001.953888 (2001)	The 'Church Registers images' dataset is used for line detection and segmentation in historical church registers, focusing on body baselines. Researchers employ image processing techniques to analyze these historical documents, enabling precise text line segmentation. This methodology supports the accurate extraction and analysis of textual content from historical records.
three medieval manuscripts	https://doi.org/10.1109/ICDAR.2019.00194 (2019)	https://doi.org/10.1109/ICDAR.2017.223 (2017)	The 'three medieval manuscripts' dataset is used for layout analysis in challenging medieval documents, particularly focusing on high complexity layouts. Researchers employ this dataset to improve text line segmentation techniques, addressing the intricate and varied layouts found in historical manuscripts. This dataset enables the development and testing of advanced algorithms to handle the unique challenges of medieval text structures.
DIVA	https://doi.org/10.1109/ICDAR.2019.00066 (2019)	https://doi.org/10.1109/ICFHR.2016.0093 (2016)	The DIVA dataset is not used for text line segmentation in historical documents. There are no specific usage descriptions available that detail its application, methodology, or research questions in any field. The dataset's relevance and usage in research are unclear based on the provided information.
UPTI data set	https://doi.org/10.1109/ACCESS.2017.2703155 (2017)	https://doi.org/10.1109/ICDAR.2011.257 (2011)	The UPTI dataset is used to analyze and segment ligatures in Urdu and Arabic document images, focusing on layout analysis and text line segmentation. Researchers employ this dataset to develop and evaluate algorithms that accurately identify and separate text lines, addressing challenges specific to these scripts. This enables more precise and efficient processing of historical documents.
Maurdor	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.1109/ICASSP.2014.6854572 (2014)	The Maurdor dataset is used to evaluate box detection in scanned historical documents, specifically focusing on enhancing the accuracy of text line segmentation. Researchers employ this dataset to test and refine algorithms aimed at improving the precision of identifying and segmenting text lines within historical documents. This enables more reliable and efficient processing of historical texts for various applications, such as digitization and archival projects.
READ1	https://doi.org/10.1109/ICDAR.2019.00066 (2019)	https://doi.org/10.1109/ICDAR.2017.222 (2017)	The READ1 dataset is used to evaluate methods for text line segmentation in historical documents, focusing on performance and accuracy across diverse document types. Researchers employ this dataset to assess the effectiveness of their proposed techniques, ensuring they can handle the variability found in historical texts. This dataset enables rigorous testing and comparison of segmentation algorithms, contributing to advancements in historical document analysis.
BALSAC Population Database	https://doi.org/10.1007/s10032-022-00395-7 (2022)	https://doi.org/10.51964/HLCS9299 (2020)	The BALSAC Population Database is used to study historical document images, particularly 913 images of birth, marriage, and death records from 74 Québécois registers. Researchers focus on text line segmentation, employing methodologies to enhance the readability and accessibility of these historical documents. This dataset enables detailed analysis and processing of historical records, facilitating research into genealogy and historical demographics.
Parzival Database	https://doi.org/10.1109/DAS.2018.38 (2017)	https://doi.org/10.1145/2037342.2037348 (2011)	The Parzival Database, as part of IAM-HistDB, is utilized to test text line segmentation algorithms on historical German texts. This dataset enables researchers to evaluate and improve the accuracy of text line segmentation techniques specifically for historical documents, contributing to the development of more effective historical text processing methodologies.
Al-Majid	https://doi.org/10.1109/ICDARW.2019.50110 (2019)	https://doi.org/10.1109/ICFHR.2014.127 (2014)	The Al-Majid dataset is used to evaluate seam carving techniques for text line extraction on color and grayscale historical manuscripts. Research focuses on assessing the performance of these methods on a specific dataset of historical documents, highlighting the dataset's utility in advancing text line segmentation methodologies.
KHATT	https://doi.org/10.1109/ICDARW.2019.50110 (2019)	https://doi.org/10.1109/ICDAR.2017.321 (2017)	The KHATT dataset is used to evaluate the performance of various architectures for handwritten text line segmentation, specifically focusing on the F-measure as the evaluation metric. This dataset enables researchers to compare and assess different segmentation techniques, contributing to advancements in the accuracy and efficiency of text line segmentation in historical documents.
Southeast Asian palm leaf manuscript images	https://doi.org/10.1109/DAS.2018.38 (2017)	https://doi.org/10.1145/2037342.2037348 (2011)	The Southeast Asian palm leaf manuscript images dataset is used to explore text line segmentation in non-Western historical documents. Researchers employ this dataset to develop and test algorithms for accurately segmenting text lines in these unique manuscripts, addressing challenges specific to their physical and textual characteristics. This enables more effective digitization and analysis of historical Southeast Asian texts.
database of unconstrained handwritten Polish documents	https://doi.org/10.1515/amcs-2017-0014 (2017)	https://www.semanticscholar.org/paper/a2d23f8386f45848a62bde3e010a712be3e29a84	The dataset of unconstrained handwritten Polish documents is used to evaluate the performance of text line segmentation algorithms. Researchers compare these algorithms with projection-based methods, focusing on the accuracy and effectiveness in segmenting lines of text in historical Polish documents. This dataset enables the assessment of different methodologies in handling the complexities of unconstrained handwriting, providing insights into improving text line segmentation techniques.
ICDAR2009	https://doi.org/10.1109/ICFHR-2018.2018.00072 (2018)	https://doi.org/10.1109/ICDAR.2007.127 (2007)	The ICDAR2009 dataset is used to evaluate the performance of handwriting segmentation approaches, specifically focusing on text line segmentation accuracy in historical documents. Researchers employ this dataset to assess and compare the effectiveness of their methods in accurately segmenting text lines, which is crucial for improving the readability and accessibility of historical texts.
ICDAR2013	https://doi.org/10.1109/ICFHR-2018.2018.00072 (2018)	https://doi.org/10.1109/ICDAR.2007.127 (2007)	The ICDAR2013 dataset is used to evaluate the performance of handwriting segmentation approaches, specifically focusing on text line segmentation accuracy in historical documents. Researchers employ this dataset to assess and compare the effectiveness of their methods in accurately segmenting text lines, which is crucial for improving the readability and accessibility of historical texts.
ICDAR 2017 Task-3	https://doi.org/10.1007/978-3-030-68787-8_9 (2021)	https://doi.org/10.1109/ICDAR.2017.223 (2017)	The ICDAR 2017 Task-3 dataset is used to evaluate text line segmentation methods in medieval manuscripts, addressing layout analysis challenges. Researchers compare the performance of different segmentation techniques against established benchmarks, focusing on improving the accuracy and reliability of text line detection in historical documents. This dataset enables rigorous testing and validation of new methodologies in this specialized field.
CREMMA Medieval	https://doi.org/10.46298/jdmdh.9806 (2022)		The CREMMA Medieval dataset is used to evaluate text line segmentation algorithms on medieval documents. Research focuses on assessing the accuracy and robustness of these methods in handling historical scripts, ensuring they can effectively process and segment text lines in challenging historical documents.
PAGE XML	https://doi.org/10.1007/978-3-030-68787-8_9 (2021)	https://doi.org/10.1109/ICDAR.2017.223 (2017)	The PAGE XML dataset is used to provide ground truth data in baseline and bounding polygon formats for layout analysis in challenging medieval manuscripts. It supports text line segmentation tasks by offering precise annotations, enabling researchers to evaluate and improve algorithms for processing historical documents.
Transkribus Baseline Evaluation Scheme (TBES)	https://doi.org/10.1145/3476887.3476905 (2021)	https://doi.org/10.1109/ICDAR.2017.307 (2017)	The Transkribus Baseline Evaluation Scheme (TBES) dataset is used to evaluate text line segmentation algorithms in historical documents. It provides standardized metrics and protocols for assessing algorithm performance, enabling researchers to compare different methods systematically. This dataset facilitates the development and refinement of text line segmentation techniques by offering a consistent benchmark for performance evaluation.
DIVA pixel labels	https://doi.org/10.1007/978-3-030-68787-8_9 (2021)	https://doi.org/10.1109/ICDAR.2017.223 (2017)	The DIVA pixel labels dataset is used to provide ground truth in pixel label format for layout analysis in challenging medieval manuscripts. It supports text line segmentation tasks by offering precise annotations, enabling researchers to develop and evaluate algorithms for accurate text extraction and layout understanding in historical documents.
NIST special database	https://www.semanticscholar.org/paper/b34f0a67491539b0eb73436367712255ca3fa1b4 (2008)	https://doi.org/10.1109/DICTA.2005.42 (2005)	The NIST special database is used to test methods for text line segmentation in handwritten documents. It consists of 30 images with 34 text boxes from 2100 forms, scanned at 300 pixels/inch in binary format. This dataset enables researchers to evaluate and refine algorithms for accurately segmenting text lines in historical documents, focusing on improving the precision and reliability of text extraction techniques.
LOB corpus	https://www.semanticscholar.org/paper/b34f0a67491539b0eb73436367712255ca3fa1b4 (2008)	https://doi.org/10.1109/CNNA.2002.1035077 (2002)	The LOB corpus is used to conduct experiments on text line segmentation in historical documents, particularly focusing on handwriting recognition. Researchers employ the MatCNN simulator to analyze and process the dataset, enabling the development and evaluation of algorithms for improving the accuracy of text line segmentation in historical handwritten texts.
historical archives of the University of Athens	https://www.semanticscholar.org/paper/b34f0a67491539b0eb73436367712255ca3fa1b4 (2008)	https://www.semanticscholar.org/paper/b29494e7b48ff93178ae9020620da0d6dce24f93 (2006)	The historical archives of the University of Athens are used to test the Block-Based Hough Transform approach for text line detection in unconstrained handwritten Greek documents. This methodology focuses on enhancing the accuracy of text line detection in historical documents, addressing specific challenges related to the variability and complexity of historical handwriting. The dataset's relevance lies in its provision of authentic historical documents, enabling researchers to evaluate and refine text line segmentation techniques effectively.
ANDAR-TL test set	https://doi.org/10.1007/s10032-019-00332-1 (2018)	https://doi.org/10.1109/ICDAR.2015.7333945 (2015)	The ANDAR-TL test set is used to evaluate the performance of text line segmentation algorithms, specifically in the context of historical documents. It serves as a benchmark in the ICDAR 2015 competition on text line detection, enabling researchers to compare and assess the accuracy and effectiveness of their methods in segmenting text lines from historical documents.
