Name (extracted)	Citing Article	Citied Article	Features
SOTS	https://doi.org/10.1109/TPAMI.2025.3562211 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2404.02154 (2024) (+11)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS dataset is primarily used for image dehazing research, focusing on improving visibility by removing atmospheric haze effects from both synthetic and real-world images. It contains 72,135 training images and 500 testing images, enabling the training and evaluation of dehazing algorithms. Researchers use SOTS to benchmark single-image dehazing methods, conduct visual comparisons, and measure performance improvements, such as PSNR enhancements, demonstrating its utility in advancing dehazing techniques.
RainDrop	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024) (+6)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The RainDrop dataset is primarily used for raindrop removal from images, both in synthetic and real-world settings. It is employed to train and evaluate algorithms that aim to eliminate raindrops, focusing on the effectiveness of these methods in restoring image quality. The dataset includes realistic raindrop effects, enabling researchers to assess the performance of restoration techniques on images with varying raindrop conditions.
HIDE	https://doi.org/10.48550/arXiv.2410.15385 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023) (+4)	https://doi.org/10.1109/ICCV.2019.00567 (2019)	The HIDE dataset is used for evaluating and testing image restoration methods, particularly in high-resolution image restoration tasks. It assesses performance across diverse image degradation scenarios, including real-world motion blur, haze, and noise. The dataset supports research on deblurring, haze removal, and generalization in image restoration, featuring synthetic and real distortions. It enables researchers to validate the effectiveness of their algorithms in handling complex and varied image degradations.
SIDD	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2503.09403 (2025) (+2)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The SIDD dataset is primarily used for real denoising in image restoration research, focusing on reducing noise in real-world images, particularly from smartphone cameras. It provides 20 paired noisy-clean images for training and testing denoising models. The dataset is crucial for evaluating the effectiveness of denoising algorithms, especially in handling realistic noise patterns while preserving important image details.
Rain100H	https://doi.org/10.48550/arXiv.2411.18412 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024) (+3)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Rain100H dataset is primarily used for training and evaluating rain removal algorithms, focusing on high-resolution images with synthetic and heavy rain streaks. It challenges and refines models by providing a large set of rain-streaked images, enabling researchers to assess the effectiveness of deraining techniques in both synthetic and real-world scenarios.
Rain200L	https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.48550/arXiv.2411.18412 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023) (+4)	https://doi.org/10.1109/TIP.2016.2631888 (2017)	The Rain200L dataset is primarily used for deraining research, providing synthetic rain images to train and evaluate models focused on removing rain streaks from low-resolution images. It enhances the degradation space by offering low-quality synthetic rain images, which increases the diversity of training data. This dataset is crucial for improving the visual quality of images and comparing the effectiveness of various deraining methods, particularly in scenarios with light rain.
O-HAZE	https://doi.org/10.48550/arXiv.2505.21637 (2025), https://doi.org/10.1109/TPAMI.2025.3562211 (2024), https://doi.org/10.48550/arXiv.2411.17687 (2024) (+2)	https://doi.org/10.1109/CVPRW.2018.00119 (2018)	The O-HAZE dataset is primarily used for evaluating dehazing algorithms on real-world hazy and haze-free outdoor images. It provides a benchmark for assessing the performance and generalization of these algorithms under realistic conditions, often comparing them with state-of-the-art methods. The dataset's real-world images enable researchers to test and validate dehazing techniques, focusing on practical applications and performance metrics such as PSNR gains.
DPDD	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025) (+2)	https://doi.org/10.1007/978-3-030-58607-2_7 (2020)	The DPDD dataset is primarily used for defocus deblurring research, focusing on restoring sharp images from out-of-focus regions. It is utilized for training and evaluating single-image and dual-pixel defocus deblurring methods, particularly in high-resolution image restoration. The dataset enables researchers to assess the performance of their models, compare PSNR gains, and optimize parameter efficiency. Dual-pixel data is a key feature, enhancing the effectiveness of defocus deblurring algorithms.
LOL-v1	https://www.semanticscholar.org/paper/4af9a92a556981375dab533ccc55860f01c8b5da (2025), https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2411.18412 (2024) (+9)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The LOL-v1 dataset is primarily used for low-light image enhancement, focusing on improving image quality and visibility in underexposed conditions. It is utilized to evaluate and validate models, particularly those employing deep retinex decomposition, for enhancing images captured in low-light environments. The dataset serves as a benchmark for comparing the performance of different enhancement techniques.
RESIDE-SOTS	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://www.semanticscholar.org/paper/4af9a92a556981375dab533ccc55860f01c8b5da (2025)	https://doi.org/10.1109/CVPR52729.2023.00564 (2023)	The RESIDE-SOTS dataset is primarily used for evaluating dehazing algorithms and image restoration models in outdoor scenes, both synthetic and real-world. It assesses the performance and robustness of these models under various conditions, including realistic haze effects and other degradations like rain and low-light. This dataset enables researchers to benchmark and compare different dehazing methods, focusing on the quality and effectiveness of haze removal in outdoor environments.
Rain800	https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2406.18242 (2024) (+1)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The Rain800 dataset is primarily used for training and evaluating rain removal algorithms, focusing on synthetic rain images with varying densities. It provides 1800 pairs of degraded and clean images for training and 200 pairs for testing, enabling detailed performance analysis and comparison of deraining methods. The dataset assesses the robustness and generalization of models, particularly in handling diverse rain intensities.
Rain200H	https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.1109/TMM.2025.3535316 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023) (+1)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Rain200H dataset is primarily used for training and evaluating deraining models, focusing on high-resolution images with synthetic rain. It provides 1800 pairs of degraded and clean images for training and 200 pairs for testing, enhancing the degradation space and increasing the robustness of rain removal techniques. The dataset is crucial for assessing the effectiveness of various models in restoring images with heavy rain and synthetic rainstreaks, making it a valuable resource for single-image rain detection and removal research.
LHP	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2505.18047 (2025) (+1)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The LHP dataset is primarily used for evaluating and improving real-world de-raining techniques, focusing on the performance of image restoration methods under varying rain intensities and environmental conditions. It is also utilized to test the generalization capability of models on under-display camera images and to assess their effectiveness in handling low-light and high-dynamic-range images. The dataset provides a diverse set of images, enabling researchers to enhance and evaluate deraining and low-light image enhancement methods.
RESIDE-OTS	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2402.03738 (2024)	https://doi.org/10.1109/CVPR52729.2023.00564 (2023)	The RESIDE-OTS dataset is primarily used to evaluate the performance of image restoration models, particularly in dehazing outdoor synthetic scenes. It provides a variety of synthetic outdoor images with different levels of haze, enabling researchers to test and compare the effectiveness of dehazing algorithms. The dataset supports the assessment of models' ability to restore clear images from hazy conditions, making it a valuable resource for advancing dehazing techniques in image restoration.
Rain1400	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.1109/WACV61041.2025.00069 (2025), https://doi.org/10.48550/arXiv.2410.08177 (2024)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The Rain1400 dataset is primarily used for deraining tasks, focusing on the removal of rain streaks from images. It serves as a benchmark for evaluating the performance of various restoration algorithms, particularly in synthetic data. Researchers use metrics like PSNR, MS-SSIM, and BD-PSNR to assess the effectiveness of methods such as TANet and deep detail networks in enhancing image quality and clarity.
SOTS-Outdoor	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2409.19403 (2024), https://doi.org/10.48550/arXiv.2411.18412 (2024) (+4)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The SOTS-Outdoor dataset is primarily used for evaluating dehazing algorithms in outdoor scenes, focusing on enhancing visibility and restoring clear images from hazy environments. It is also utilized for testing image deraining, assessing the model's ability to remove rain from outdoor images. The dataset consists of real-world outdoor scenes, enabling researchers to evaluate the performance of dehazing and deraining methods under varying atmospheric conditions.
Outdoor-Rain	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2504.05135 (2025), https://doi.org/10.48550/arXiv.2506.16960 (2025) (+2)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The Outdoor-Rain dataset is primarily used for rain removal in outdoor scenes, focusing on realistic rain effects and their impact on image quality. It is employed to train and evaluate rain removal algorithms, using both synthetic and real rain images to enhance image clarity and model robustness in various rainy conditions, including heavy rain with streaks and haze. The dataset supports deraining tasks by providing real-world outdoor rain images, enabling researchers to test and improve the performance of rain removal techniques.
RealSnow	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2412.20157 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024) (+1)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The RealSnow dataset is primarily used for evaluating and testing desnowing methods in image restoration. It provides real-world snow images to assess the effectiveness of algorithms in removing snow artifacts, focusing on clarity and texture preservation. Researchers use this dataset to evaluate the performance of desnowing techniques, ensuring they can handle realistic snow conditions and improve image quality.
CBSD68	https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2505.12630 (2025) (+3)	https://doi.org/10.1109/CVPR.2015.7299156 (2015)	The CBSD68 dataset is primarily used for evaluating and benchmarking image denoising and restoration algorithms. It consists of 68 color images with known ground truth, enabling researchers to test performance under various noise levels (σ = 15, 25, 50). The dataset facilitates visual comparisons and quantitative assessments, focusing on denoising accuracy, detail preservation, and overall image quality. It serves as a standard benchmark for comparing state-of-the-art methods in image restoration.
SRRS	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025), https://doi.org/10.48550/arXiv.2411.18412 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The SRRS dataset is primarily used to train and evaluate image desnowing models, focusing on the removal of snow from images. It is employed to assess the performance of algorithms in handling varying snow intensities, textures, and complex scenarios, emphasizing size and transparency-aware techniques. The dataset supports research by providing a benchmark for comparing the effectiveness of different models, such as PoolNet-S and FocalNet, using metrics like PSNR.
Dense-Haze	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1109/ICIP.2019.8803046 (2019)	The Dense-Haze dataset is primarily used for dehazing images, particularly in dense haze conditions, to evaluate and improve the performance of dehazing algorithms. It is employed to test the robustness and effectiveness of methods in enhancing visibility and color fidelity in hazy images. The dataset serves as a benchmark, providing dense-haze and haze-free images for real-world scenario evaluations.
NH-HAZE	https://doi.org/10.48550/arXiv.2503.09403 (2025), https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+1)	https://doi.org/10.1109/CVPRW50498.2020.00230 (2020)	The NH-HAZE dataset is primarily used for non-homogeneous dehazing research, providing paired hazy and haze-free images to evaluate dehazing algorithms. It is utilized to assess the performance of models under varying conditions, focusing on the restoration of clear and sharp images from real-world hazy environments. This dataset enables researchers to test and compare dehazing methods effectively.
REVIDE	https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2505.18047 (2025) (+2)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The REVIDE dataset is primarily used for evaluating and comparing methods in image and video restoration, specifically focusing on rain and haze removal. It is utilized to test the effectiveness of dehazing and deraining techniques in both static images and video sequences, enabling researchers to assess performance in real-world scenarios. The dataset includes dynamic scene data, which is crucial for training and evaluating deblurring models.
Snow100K-L	https://doi.org/10.1109/TMM.2025.3535316 (2024), https://doi.org/10.1109/TCSVT.2024.3516074 (2024), https://doi.org/10.48550/arXiv.2410.08177 (2024) (+2)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Snow100K-L dataset is primarily used for evaluating snow removal techniques in synthetic images. Researchers employ it to test and assess the effectiveness of desnowing algorithms, focusing on improving image visibility and restoration under snow degradation. The dataset's large scale and high-resolution synthetic snowy images enable robust testing of various restoration methods, including hierarchical dual-tree complex wavelet representation and contradict channel loss.
LOL-v2	https://doi.org/10.48550/arXiv.2409.19403 (2024), https://doi.org/10.1109/TCSVT.2024.3519352 (2025), https://doi.org/10.48550/arXiv.2412.20157 (2024) (+2)	https://doi.org/10.1109/CVPR52688.2022.01719 (2022)	The LOL-v2 dataset is primarily used for evaluating and testing low-light image enhancement techniques. It contains paired low-light and normal-light images, which researchers use to assess the effectiveness of image restoration methods in improving visibility and color accuracy in dark environments. This dataset enables the evaluation of models like AllRestorer, focusing on enhancing visibility and color fidelity in low-light conditions.
Test1	https://doi.org/10.1109/TMM.2025.3535316 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.1109/CVPR52688.2022.00239 (2021) (+1)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Test1 dataset is primarily used to evaluate the performance of image restoration methods, particularly in removing rain and haze from images. It contains 750 images and is employed to assess the effectiveness of models in enhancing image quality under various degradations, including rain streaks and complex weather conditions. This dataset enables researchers to test and compare different restoration techniques, focusing on both specific and general restoration capabilities.
EUVP	https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.48550/arXiv.2506.16960 (2025)	https://doi.org/10.1109/LRA.2020.2974710 (2019)	The EUVP dataset is primarily used for evaluating and comparing underwater image enhancement techniques, focusing on visual perception improvements. It consists of 900 pairs of degraded and clean images for training and 100 pairs for testing, enabling researchers to assess the performance of various enhancement methods and restoration algorithms. The dataset supports experiments aimed at improving visual perception in underwater images, using specific restoration techniques and models.
LIVE1	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.48550/arXiv.2410.15385 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The LIVE1 dataset is primarily used for JPEG artifact removal, focusing on reducing compression artifacts, particularly at low quality factors such as q = 10. It is employed to evaluate and demonstrate the effectiveness of image restoration algorithms in removing these artifacts, as well as to assess the loss of degradation information post-processing. This dataset enables researchers to test and compare different methods for improving image quality in the context of JPEG compression.
RealBlur	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2410.15385 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The RealBlur dataset is primarily used for motion deblurring research, focusing on real-world motion blur in images. It consists of authentic out-of-focus and motion-blurred images captured under various conditions. Researchers use this dataset to test and assess the effectiveness of deblurring algorithms, emphasizing sharpness and detail recovery, and improving overall image clarity.
I-Haze	https://doi.org/10.48550/arXiv.2503.09403 (2025), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TCSVT.2024.3519352 (2025)	https://doi.org/10.1109/CVPRW.2018.00119 (2018)	The I-Haze dataset is used for evaluating dehazing algorithms by providing 10 paired low-quality and high-quality images, as well as real-world hazy and haze-free indoor images. It is employed in dehazing experiments to test the robustness and performance of dehazing algorithms, particularly in the context of all-in-one image restoration models. The dataset's real-world images enable researchers to assess the effectiveness of their methods in practical scenarios.
SPANet	https://doi.org/10.48550/arXiv.2505.21637 (2025), https://doi.org/10.1109/TPAMI.2025.3562211 (2024)	https://doi.org/10.1109/CVPRW.2018.00119 (2018)	The SPANet dataset is primarily used for evaluating and training image restoration models, particularly in deraining tasks. It is employed to assess the performance of various algorithms, such as BaryIR and DA-RCOT, on real-world rain degradation, emphasizing robustness and generalization on unseen data. The dataset facilitates comparisons with state-of-the-art methods, focusing on improving image clarity and removing rain streaks, and is used to measure performance metrics like PSNR.
DIV2K	https://doi.org/10.1109/TIP.2025.3572788 (2025), https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2404.02154 (2024) (+1)	https://doi.org/10.1109/CVPRW.2017.151 (2017)	The DIV2K dataset is primarily used for training and evaluating image restoration models, focusing on high-resolution image quality and detail preservation. It is utilized for tasks such as image super-resolution, denoising, and compression, particularly in single-degradation scenarios. The dataset provides high-quality, high-resolution natural images, enabling researchers to develop and assess algorithms that enhance image clarity and reduce noise.
TOLED	https://doi.org/10.48550/arXiv.2503.09403 (2025), https://doi.org/10.48550/arXiv.2505.18047 (2025), https://doi.org/10.48550/arXiv.2412.20157 (2024) (+1)	https://doi.org/10.1109/CVPR46437.2021.00906 (2020)	The TOLED dataset is used for evaluating and enhancing the quality of images captured by under-display cameras, particularly in OLED displays. It provides 10 paired images to assess restoration techniques, focusing on improving image clarity and reducing noise. The dataset supports research on generalizing image restoration models to unseen tasks, ensuring robust performance on real-world under-display camera images.
RainDS	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2411.17687 (2024)	https://doi.org/10.1109/CVPR.2017.35 (2016)	RainDS is primarily used for raindrop and rain removal research, providing a diverse set of synthetic and real rainy images. It is employed to train and evaluate algorithms, assessing their performance in removing raindrops and rain from images. The dataset's variety of rainy conditions enables researchers to rigorously test and improve image restoration techniques.
BSD	https://doi.org/10.48550/arXiv.2410.15385 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2407.00676 (2024) (+1)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The BSD dataset is primarily used for training and evaluating models in image restoration, specifically for denoising and deblurring tasks. It provides a benchmark with 400 natural images, often concatenated with other datasets like WED, to form robust training sets. This dataset enables researchers to assess the performance of denoising algorithms and improve image restoration techniques through diverse, ground-truth annotated images.
Kodak24	https://doi.org/10.1109/TCSI.2024.3519532 (2025), https://doi.org/10.1109/CVPR52729.2023.00564 (2023), https://doi.org/10.48550/arXiv.2403.14614 (2024) (+2)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The Kodak24 dataset is primarily used for image denoising and restoration research, serving as a benchmark for evaluating the effectiveness of various algorithms. It provides a standard set of 24 high-quality, diverse, and natural images, enabling researchers to assess the preservation of color and detail under different noise conditions. The dataset supports both visual and quantitative evaluations, facilitating comparisons between different denoising and restoration methods.
Test1200	https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Test1200 dataset is primarily used for evaluating deraining algorithms, focusing on the removal of rain streaks from images. It provides a large set of images with synthetic rain, enabling comprehensive testing across various rain intensities. This dataset facilitates the validation of algorithm robustness and reliability, ensuring effective deraining performance in diverse conditions.
Rain14000	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The Rain14000 dataset is primarily used for training and evaluating rain removal algorithms, with a focus on diverse rain patterns and intensities. It contains 13,712 images with rain streaks, enabling robustness testing of deraining models. Researchers employ this dataset to develop and assess methods, such as conditional generative adversarial networks, aimed at effectively removing rain streaks from images.
Rain1200	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2504.09973 (2025)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The Rain1200 dataset is used for training and evaluating rain removal algorithms, specifically focusing on synthetic rain images with varying intensities. It is employed to synthesize images with rain degradation to assess the performance of image restoration techniques, particularly in de-raining applications. This dataset enables researchers to test and improve the effectiveness of algorithms in removing rain from images, enhancing their quality and usability.
Rain12	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The Rain12 dataset is used for training and evaluating rain removal algorithms, particularly focusing on real-world rain images. It serves as a benchmark for deraining models, enabling researchers to test and improve methods for removing rain streaks from images using techniques such as conditional generative adversarial networks. The dataset's challenging rainy images facilitate the development of robust deraining algorithms.
SICE	https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2505.18047 (2025)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The SICE dataset is used in research for single-image color and contrast enhancement. It provides multi-exposure images to train and evaluate models, focusing on color correction, detail preservation, and contrast improvement. This dataset enables researchers to assess the generalization of their models on real-world images, enhancing both visual quality and perceptual accuracy.
Rain13k	https://doi.org/10.48550/arXiv.2409.19403 (2024), https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2505.18047 (2025)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Rain13k dataset is used for training and testing deraining models, specifically to remove rain streaks and improve image clarity. It consists of 13,711 training images and 4,298 test images, providing a large set of paired rainy and clean images. This dataset enables researchers to develop and evaluate deraining algorithms effectively.
RSID	https://doi.org/10.3390/electronics13142817 (2024)	https://doi.org/10.1016/J.INS.2019.02.058 (2019)	The RSID dataset is used for comparing and evaluating image restoration methods, particularly in dehazing and restoration performance in remote sensing images. It provides 7000 pairs of degraded and clean images for training and 1000 pairs for testing, enabling researchers to assess the effectiveness of different restoration algorithms.
