Name (extracted)	Citing Article	Citied Article	Features
Rain100H	https://doi.org/10.1109/TMM.2024.3407656 (2024), https://www.semanticscholar.org/paper/6af728164e4424218967fd356b3448f5037acd88 (2023), https://doi.org/10.48550/arXiv.2503.10120 (2025) (+12)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The Rain100H dataset is primarily used for training and evaluating rain removal algorithms, particularly focusing on high-resolution images with heavy and synthetic rain. It assesses the performance of deraining methods using metrics like PSNR and SSIM, emphasizing the effectiveness in removing rain streaks and preserving image details. This dataset enables researchers to test and improve deraining techniques in challenging rain conditions.
LOL	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2503.10120 (2025), https://doi.org/10.48550/arXiv.2310.10123 (2023) (+11)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The LOL dataset is primarily used for evaluating low-light image enhancement methods, focusing on improving visibility, color fidelity, and overall image quality in dark conditions. It serves as a benchmark for assessing restoration techniques and contains low-light and normal-light image pairs, enabling researchers to test and compare the performance of various enhancement algorithms.
ImageNet	https://doi.org/10.48550/arXiv.2412.00878 (2024), https://doi.org/10.1109/CVPR52729.2023.00958 (2023), https://doi.org/10.48550/arXiv.2306.02342 (2023) (+14)	https://doi.org/10.1109/CVPR.2009.5206848 (2009)	ImageNet is used in research to evaluate and improve image restoration techniques, including super-resolution and deblurring. It serves as a pre-training dataset for models like diffusion models and vision transformers, enhancing their performance in image restoration tasks. The dataset's large-scale, diverse, and high-quality images provide a robust foundation for training and validating these models, enabling researchers to achieve better restoration outcomes and richer semantic representations.
SIDD	https://doi.org/10.1109/CVPRW53098.2021.00027 (2021), https://doi.org/10.48550/arXiv.2203.06074 (2022), https://doi.org/10.1109/CVPR52688.2022.00564 (2021) (+8)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The SIDD dataset is primarily used for denoising experiments, particularly focusing on real-world noise reduction in smartphone camera images. It is employed to train and evaluate denoising algorithms, providing a benchmark for assessing restoration quality and performance metrics such as PSNR. The dataset's high-quality, real-world noisy images enable researchers to test and improve denoising techniques, enhancing image fidelity and addressing specific noise patterns found in smartphone cameras.
Manga109	https://doi.org/10.1109/ICCVW54120.2021.00210 (2021), https://doi.org/10.48550/arXiv.2210.01427 (2022), https://doi.org/10.1007/978-3-030-58523-5_36 (2020) (+11)	https://doi.org/10.1007/978-3-642-27413-8_47 (2010)	The Manga109 dataset is primarily used for evaluating image restoration and super-resolution methods, particularly in manga images. Researchers employ this dataset to assess the performance of various techniques using metrics such as PSNR, SSIM, and LPIPS, focusing on image quality, perceptual similarity, and character detail preservation. The dataset enables the evaluation of models' generalization abilities on images with blended distortions and different resolutions, as well as the effectiveness of low-complexity super-resolution methods.
Snow100K	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2409.00263 (2024) (+14)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K dataset is primarily used for training and evaluating snow removal algorithms, focusing on synthetic snow images. It is utilized to assess the performance of various models, including hierarchical dual-tree complex wavelet representation, context-aware deep networks, and OneRestore, on tasks such as single image desnowing and restoring underlying scene details. The dataset's large size, particularly its 50,000 paired images in the test split, enables robust training and evaluation of these image restoration techniques.
SOTS	https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.48550/arXiv.2312.05038 (2023), https://doi.org/10.48550/arXiv.2410.08688 (2024) (+11)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS dataset is primarily used for evaluating and benchmarking single-image dehazing algorithms. It consists of 500 outdoor images and is utilized to test the performance and effectiveness of dehazing techniques, both in synthetic and real-world conditions. Researchers use it to compare their proposed methods against state-of-the-art algorithms, focusing on metrics like PSNR and visual quality improvements. The dataset's controlled conditions and ground truth data enable rigorous quantitative analysis and validation of dehazing models.
RESIDE	https://doi.org/10.48550/arXiv.2308.09388 (2023), https://doi.org/10.48550/arXiv.2409.19403 (2024), https://doi.org/10.1109/CVPR52688.2022.01693 (2022) (+18)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The RESIDE dataset is primarily used for training and evaluating single-image dehazing models. It includes diverse indoor and outdoor scenes, synthetic daytime scenes, and paired images, which are crucial for benchmarking performance across various weather conditions. The dataset enables researchers to focus on improving image clarity, color fidelity, and overall quality in hazy conditions, making it a valuable resource for dehazing research.
Kodak24	https://doi.org/10.1007/s11263-023-01843-5 (2023), https://doi.org/10.48550/arXiv.2405.02843 (2024), https://doi.org/10.1109/CVPR52688.2022.00564 (2021) (+10)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The Kodak24 dataset is primarily used for evaluating image denoising and restoration algorithms. It provides a standard set of high-quality images for both visual and quantitative assessments, focusing on color fidelity and detail preservation. Researchers use it to test and compare the effectiveness of their methods, often under controlled conditions, and to measure performance using established image quality metrics.
CSD	https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+10)	https://doi.org/10.1109/ICCV48922.2021.00416 (2021)	The CSD dataset is primarily used for training and evaluating image restoration algorithms, particularly focusing on desnowing and deraining tasks. It provides a diverse set of images with various weather degradations, enabling researchers to assess the effectiveness of models in removing rain, snow, and other weather-related distortions. The dataset supports the development and comparison of algorithms by offering realistic scenarios and facilitating the evaluation of performance metrics such as PSNR and model complexity.
Flickr2K	https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.48550/arXiv.2210.01427 (2022), https://doi.org/10.48550/arXiv.2402.15648 (2024) (+10)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The Flickr2K dataset is primarily used for training and enhancing image restoration models, particularly in single image super-resolution and image denoising. It provides a large, diverse set of high-quality images that improve model robustness and generalization. The dataset supports various methodologies, including training models for specific tasks like Gaussian denoising and enhancing image quality at different scales (x4 and x8). Its extensive and varied image content enables researchers to develop more effective and versatile image restoration techniques.
LIVE1	https://doi.org/10.1109/CVPRW63382.2024.00645 (2024), https://doi.org/10.1109/CVPR.2019.01131 (2019), https://doi.org/10.48550/arXiv.2210.00405 (2022) (+8)	https://doi.org/10.1109/TIP.2006.881959 (2006)	The LIVE1 dataset is primarily used for evaluating the performance of image restoration methods, including artifact removal, denoising, and deblocking of both grayscale and color images. It is employed to assess perceptual quality and distortion types, particularly under JPEG compression at various quality factors. The dataset, consisting of real-world images with diverse content, enables researchers to test and compare restoration algorithms using metrics like PSNR, focusing on high-quality restoration and super resolution. It also serves as a benchmark for full-reference image quality assessment algorithms.
BSD100	https://doi.org/10.1109/ICCVW54120.2021.00210 (2021), https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018), https://doi.org/10.1109/CVPRW.2018.00121 (2018) (+6)	https://doi.org/10.1007/978-3-642-27413-8_47 (2010)	The BSD100 dataset is primarily used for evaluating image super-resolution methods, focusing on performance metrics such as PSNR and SSIM at various upscaling factors (×2, ×3, and ×4). It is employed to assess the quality and effectiveness of single-image super-resolution techniques, enabling researchers to compare and validate their methods against established benchmarks.
Rain800	https://doi.org/10.48550/arXiv.2404.12091 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023) (+3)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The Rain800 dataset is primarily used for training and evaluating rain removal algorithms, particularly focusing on both synthetic and real-world rainy images with varying densities. It is employed to assess the deraining capabilities of models like AIRFormer, DGUNet, and CoIC, emphasizing their performance in handling diverse rain conditions and improving the quality of restored images. The dataset's high-quality images and ground truth data enable researchers to rigorously test and refine deraining techniques.
Test100	https://www.semanticscholar.org/paper/6af728164e4424218967fd356b3448f5037acd88 (2023), https://doi.org/10.1109/TMM.2024.3407656 (2024), https://doi.org/10.1109/TPAMI.2024.3419007 (2024) (+7)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The Test100 dataset is primarily used for evaluating image de-raining methods, focusing on performance metrics such as PSNR and visual quality. It is employed to test the generalization and robustness of deraining algorithms, including conditional generative adversarial networks, on a smaller set of diverse rainy images. This dataset enables researchers to compare and assess the effectiveness of different deraining techniques, providing insights into model accuracy and reliability.
Test2800	https://doi.org/10.1109/TMM.2024.3407656 (2024), https://www.semanticscholar.org/paper/6af728164e4424218967fd356b3448f5037acd88 (2023), https://doi.org/10.1109/CVPRW53098.2021.00027 (2021) (+6)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The Test2800 dataset is primarily used for evaluating and training deraining methods, containing a large set of synthetic rainy images. It is employed to assess the performance of restoration algorithms using metrics like PSNR and SSIM, focusing on the effectiveness of techniques such as conditional generative adversarial networks. The dataset supports comprehensive benchmarking, scalability testing, and validation of model robustness and generalization across diverse image conditions.
Rain200L	https://doi.org/10.48550/arXiv.2404.12091 (2024), https://doi.org/10.48550/arXiv.2203.06074 (2022), https://doi.org/10.1109/CVPR52733.2024.00277 (2023) (+3)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Rain200L dataset is primarily used for training and evaluating rain removal methods, particularly focusing on low-resolution images with synthetic rain and light rain conditions. It is employed to assess the performance of deraining algorithms, emphasizing the removal of rain streaks to improve image clarity and visual quality. The dataset facilitates the evaluation of PSNR improvements and algorithm robustness in handling low-complexity rain patterns.
CBSD68	https://doi.org/10.48550/arXiv.2407.20928 (2024), https://doi.org/10.1109/TPAMI.2021.3088914 (2020), https://doi.org/10.48550/arXiv.2310.10123 (2023) (+12)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The CBSD68 dataset is primarily used for evaluating image denoising performance, particularly in natural images with complex textures and structures. It is employed to test and benchmark various denoising algorithms, including those focused on synthetic noisy images with varying noise levels. The dataset supports research by providing human-segmented images, enabling detailed comparisons of PSNR values and restoration quality across different methods and noise conditions.
Test1200	https://doi.org/10.1109/TMM.2024.3407656 (2024), https://www.semanticscholar.org/paper/6af728164e4424218967fd356b3448f5037acd88 (2023), https://doi.org/10.1109/CVPRW53098.2021.00027 (2021) (+5)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The Test1200 dataset is primarily used for evaluating and validating deraining methods in image restoration. It contains a moderate to large set of images with synthetic rain, enabling researchers to assess the performance, robustness, and scalability of restoration algorithms using metrics like PSNR and SSIM. The dataset supports comprehensive evaluations of model generalization and consistency across diverse rainy conditions, making it suitable for comparing different deraining techniques and ensuring reliable performance in varied scenarios.
McMaster	https://doi.org/10.1109/CVPR52688.2022.00564 (2021), https://doi.org/10.48550/arXiv.2407.20928 (2024), https://doi.org/10.1109/TPAMI.2021.3088914 (2020) (+7)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The McMaster dataset is primarily used for evaluating image denoising and enhancement algorithms. It contains a diverse set of images, which are used to test and compare the performance of denoising methods under controlled conditions, particularly with additive white Gaussian noise. The dataset is also applied to assess texture and edge preservation in natural scenes, and it supports the evaluation of color image denoising at specific noise levels (15, 25, and 50). This diversity enables comprehensive testing and benchmarking of image restoration techniques.
RainDrop	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TIP.2024.3368961 (2023), https://doi.org/10.1109/TCSVT.2023.3299324 (2024) (+6)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The RainDrop dataset is primarily used for training and evaluating raindrop removal algorithms, focusing on enhancing image clarity by removing raindrops from images. It includes both real and synthetic raindrop images, which are used to train models such as AttentiveGAN and other generative models. The dataset enables researchers to address the challenge of realistic raindrop effects, improving visibility and image quality in rainy conditions.
Rain200H	https://doi.org/10.48550/arXiv.2404.12091 (2024), https://doi.org/10.48550/arXiv.2203.06074 (2022), https://doi.org/10.1109/CVPR52733.2024.00277 (2023)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Rain200H dataset is primarily used for training and evaluating rain removal methods, particularly focusing on high-resolution images with synthetic rain. It challenges de-raining techniques by including heavy rain conditions and high-complexity rain patterns. Researchers use it to assess and improve the performance of models in removing severe rain streaks, enhancing image clarity, and achieving specific metrics like PSNR improvements. The dataset is also utilized to train models like DGUNet, emphasizing the impact of rain-/detail-aware negative exemplars and plotting layer-wise log T lcc ′ for performance evaluation.
Rain13K	https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.1109/CVPRW53098.2021.00027 (2021), https://doi.org/10.48550/arXiv.2409.19403 (2024) (+3)	https://doi.org/10.1109/CVPR46437.2021.01458 (2021)	The Rain13K dataset is primarily used for deraining tasks, providing a large-scale collection of paired rainy and clean images. It is employed to train and evaluate deraining algorithms, focusing on diverse rain models and progressive image restoration techniques to improve the quality of rain removal. The dataset's extensive size and inclusion of both synthetic and real-world images enhance its utility in assessing the effectiveness of restoration methods.
RESIDE-OTS	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2407.04621 (2024), https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The RESIDE-OTS dataset is primarily used to evaluate and assess dehazing and image restoration techniques, particularly for outdoor synthetic scenes. It focuses on evaluating the performance of dehazing algorithms, deraining methods, and all-in-one image restoration models under various degradations such as haze, rain, noise, blur, and low-light conditions. The dataset serves as a benchmark for quantitatively and qualitatively measuring the effectiveness of these techniques in improving image quality and clarity.
Classic5	https://doi.org/10.1007/s11263-023-01843-5 (2023), https://doi.org/10.48550/arXiv.2210.00405 (2022), https://doi.org/10.1109/ICCVW54120.2021.00210 (2021) (+4)	https://doi.org/10.1109/TIP.2007.891788 (2007)	The Classic5 dataset is primarily used to evaluate the performance of image restoration techniques, including denoising, deblocking, and super-resolution. It consists of five classic images and is employed to test methods under various conditions such as different noise levels, JPEG quality factors, and compression artifacts. Researchers use it to compare models like BNNs and deep CNNs, focusing on metrics like image quality and artifact reduction. The dataset's ground truth images enable precise performance assessment in these specific applications.
DPDD	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023) (+4)	https://doi.org/10.1007/978-3-030-58607-2_7 (2020)	The DPDD dataset is primarily used to evaluate and compare single-image defocus deblurring methods, focusing on performance metrics such as PSNR, MAE, and LPIPS. It is employed to assess the trade-offs between model complexity (number of parameters) and image quality, as well as to verify the effectiveness of proposed algorithms against established methods. The dataset supports both training and evaluation, particularly for high-resolution image restoration tasks.
GoPro dataset	https://doi.org/10.1007/978-3-031-20071-7_4 (2021), https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2301.11699 (2023) (+11)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The GoPro dataset is primarily used for evaluating and training deblurring algorithms, particularly in dynamic scenes with camera shake and motion blur. It features 2103 blurry/sharp image pairs for training and 1111 pairs for evaluation. Researchers use it to assess the performance of various models, including multi-scale convolutional neural networks, in tasks such as single-image and video deblurring, focusing on quantitative metrics like PSNR and visual quality improvements.
SOTS-Indoor	https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.48550/arXiv.2305.17863 (2023), https://doi.org/10.1109/TPAMI.2023.3330416 (2023) (+6)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS-Indoor dataset is primarily used for evaluating and benchmarking single-image dehazing algorithms. It focuses on assessing the trade-offs between Peak Signal-to-Noise Ratio (PSNR) and computational efficiency (FLOPs). Researchers use this dataset to compare the performance of various models, such as FSNet-S, ConvIR-B, MB-TaylorFormer-L, DeHamer, OKNet, and DehazeFormer, in terms of dehazing effectiveness and computational complexity. The dataset is particularly useful for visual comparisons and performance evaluations in indoor synthetic daytime scenes, enabling detailed analysis of dehazing techniques.
Haze4K	https://doi.org/10.48550/arXiv.2305.17863 (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.48550/arXiv.2308.09388 (2023) (+1)	https://doi.org/10.1145/3474085.3475331 (2021)	The Haze4K dataset is primarily used for evaluating and comparing dehazing algorithms, particularly in high-resolution synthetic and real-world images. It contains 4,000 hazy images, enabling researchers to assess the effectiveness, performance, and robustness of dehazing techniques in both daytime and nighttime conditions. The dataset supports visual comparisons and benchmarking, focusing on ultra-high-definition images and realistic synthetic haze conditions.
Dense-Haze	https://doi.org/10.48550/arXiv.2308.09388 (2023), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+6)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The Dense-Haze dataset is primarily used for evaluating and benchmarking dehazing algorithms under real-world dense haze conditions. It consists of 33 pairs of outdoor hazy and haze-free images, which are utilized to assess the performance, robustness, and accuracy of dehazing methods. Researchers employ this dataset to compare algorithmic improvements, focusing on metrics like PSNR to measure image quality enhancement in challenging atmospheric scenarios.
Set12	https://doi.org/10.1109/CVPR52688.2022.00564 (2021), https://doi.org/10.48550/arXiv.2210.00405 (2022), https://doi.org/10.1109/TPAMI.2021.3088914 (2020) (+5)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	Set12 is primarily used for evaluating image denoising and restoration algorithms under controlled conditions. It focuses on a small set of high-quality, grayscale images to assess performance metrics such as PSNR and visual quality at specific noise levels (σ=15, σ=25, and σ=50). The dataset enables researchers to benchmark and compare denoising methods, emphasizing the accuracy and effectiveness of restoration techniques on synthetic benchmarks.
DND	https://doi.org/10.1109/CVPR52688.2022.00564 (2021), https://doi.org/10.48550/arXiv.2210.01427 (2022), https://doi.org/10.48550/arXiv.2211.13654 (2022) (+4)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The DND dataset is primarily used for real-world image denoising experiments, focusing on evaluating the effectiveness of denoising algorithms on diverse sets of real-world noisy images, particularly from digital photographs and smartphone cameras. It serves as a benchmark for testing and comparing various denoising models, including the IPT-V2 and ART models, under different conditions and parameter capacities. The dataset's real-world nature allows researchers to assess high-quality denoising performance and validate the superiority of new methods over existing state-of-the-art techniques.
BSD500	https://doi.org/10.1145/3528233.3530757 (2021), https://doi.org/10.48550/arXiv.2407.20928 (2024), https://doi.org/10.1109/TNNLS.2021.3131739 (2020) (+4)	https://doi.org/10.1109/TPAMI.2010.161 (2011)	The BSD500 dataset is primarily used for training and evaluating models in image restoration tasks, particularly focusing on image denoising and reducing JPEG compression artifacts. It provides a diverse set of natural images, which enhances the generalization and performance of restoration models. The dataset is also utilized to generate synthetic noisy images, contributing to comprehensive training sets and enabling robust model evaluation.
NHR	https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024) (+2)	https://doi.org/10.1145/3394171.3413763 (2020)	The NHR dataset is primarily used for evaluating and comparing nighttime image dehazing algorithms. It contains 16,146 training and 1,794 testing image pairs, providing both synthetic and real-world hazy images. Researchers use it to assess dehazing performance, focusing on techniques like high-low frequency decomposition, grayscale-color networks, and state-of-the-art models such as CSNet. The dataset enables detailed comparisons of various dehazing methods, particularly under low-light conditions, and supports the development of more effective nighttime image restoration techniques.
Outdoor-Rain	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TPAMI.2023.3238179 (2022), https://doi.org/10.48550/arXiv.2305.17863 (2023) (+5)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Outdoor-Rain dataset is primarily used for training and evaluating image restoration models focused on rain removal from outdoor scenes. It contains real-world outdoor rain images, which are utilized to test model robustness and performance in deraining tasks. The dataset supports methodologies such as physics models, conditional adversarial learning, and generative modeling with GANs, enabling researchers to enhance image quality and compare the effectiveness of different restoration techniques.
REDS	https://doi.org/10.48550/arXiv.2308.09388 (2023), https://doi.org/10.1109/CVPRW53098.2021.00027 (2021), https://doi.org/10.1109/TMM.2024.3407656 (2024) (+2)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The REDS dataset is primarily used for training and evaluating video deblurring methods, with a focus on handling realistic motion blur in video sequences. It is utilized to improve the representation capability of image restoration networks, particularly in addressing complex degradations such as motion blur and JPEG compression artifacts. The dataset enables researchers to assess performance metrics and validate the effectiveness of their models, including the 3× speedup in dynamic scene deblurring and the use of HIN in video deblurring.
SRRS	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://www.semanticscholar.org/paper/6af728164e4424218967fd356b3448f5037acd88 (2023) (+3)	https://doi.org/10.1007/978-3-030-58589-1_45 (2020)	The SRRS dataset is primarily used for evaluating and training image desnowing models, focusing on the removal of snow from images. It employs methodologies such as hierarchical dual-tree complex wavelet representation, context-aware deep networks, and size and transparency-aware algorithms. The dataset is also used to assess the effectiveness of desnowing techniques in diverse and realistic image conditions, enhancing visual quality and performance.
RESIDE-SOTS	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/CVPR.2019.00717 (2019)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The RESIDE-SOTS dataset is primarily used to evaluate and benchmark image restoration techniques, particularly focusing on dehazing and deraining. It is utilized to assess the performance of algorithms in both real-world and synthetic outdoor scenes, emphasizing realistic haze removal and image quality. The dataset supports research by providing a standardized set of images with controlled degradations, enabling consistent evaluation of restoration models.
SMD	https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.1109/TMM.2018.2865686 (2018)	The SMD dataset is primarily used for evaluating and comparing various image restoration techniques, including dehazing, deraining, desnowing, and low-light enhancement. It serves as a benchmark for assessing performance through metrics like PSNR, SSIM, FSIM, and NIQE, and for visual comparisons. The dataset includes real-world and synthetic images, particularly emphasizing diverse and challenging scenarios, such as those found in maritime environments.
