rank	corpus_id	title	confidence	is_relevant	reasoning
22	194906293	Jazz Dance Through a Laban Lens: Integrating Laban Movement Analysis Principles into a College-Level Jazz Dance Course	0.000	False	The title and abstract do not contain explicit mentions of 'Laban Movement Analysis' and 'dance emotion'. The paper discusses integrating Laban Movement Analysis principles into a jazz dance course, but does not specify the analysis of dance emotion.
23	195582503	The efficacy of Laban movement analysis as a framework for observing and analysing space in Rosas danst Rosas	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance': ['dance'], 'emotion': []}}
24	195856435	Application of Classification Method of Emotional Expression Type Based on Laban Movement Analysis to Design Creation	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': 'emotional expression type'}}
25	250964799	Comparative Analysis of Aesthetic Emotion of Dance Movement: A Deep Learning Based Approach	0.000	False	The Condition Object 'Laban Movement Analysis' is not mentioned in the title or abstract. The paper discusses a deep learning approach to analyzing dance movement aesthetic emotion, but does not specify Laban Movement Analysis.
26	151814785	Meaning of Movement Evaluation in Dance Movement Therapy - Focusing on Laban Movement Analysis -	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': 'Focusing on Laban Movement Analysis -'}}
27	192911819	A Study on Korean Dance Methods through Laban Movement Analysis : Focused on Bae Jung-hye's ‘Bar Gibon(Basic)’ Breath of Lower Body Movements	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance': 'Korean Dance Methods', 'emotion': "not explicitly mentioned, but 'Breath of Lower Body Movements' implies a focus on expressive aspects which can be related to emotion"}}
28	251001107	"A Study on the Analysis of the Creative Process of the Dance Work Nabwi Using Laban’s Movement Theory"	0.000	False	The title and abstract do not contain the required elements 'Laban Movement Analysis' and 'dance emotion'. The paper focuses on the creative process of a specific dance work using Laban's movement theory, but does not explicitly mention Laban Movement Analysis for dance emotion.
29	198057833	Movement Characteristics of Byung-Choen Park’s Jindo Drum Dance Seen Through Laban Movement Analysis	1.000	True	{'Condition Object': 'Jindo Drum Dance', 'Required Elements': {'Laban Movement Analysis': 'Movement Characteristics of Byung-Choen Park’s Jindo Drum Dance Seen Through Laban Movement Analysis'}}
30	203087219	Laban Movement Analysis as a Tool for Addressing U.S. Local, State and National Education Standardsfor Cultural Knowledge and Technology Use in Dance	0.000	False	The title and abstract do not contain the required elements 'Laban Movement Analysis' and 'dance emotion'. The focus appears to be on education standards and technology use in dance rather than the specific application of Laban Movement Analysis to dance emotion.
31	194819032	The Study on Pivot Turn of Korean Dance and Ballet that the Theory of Laban Movement Analysis is Applied	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance': 'Korean Dance and Ballet', 'emotion': 'not explicitly mentioned, but implied by the application of Laban Movement Analysis in dance'}}
32	191318315	The Shape of Space: Laban Movement Analysis as a Methodology for Dance Dramaturgy	0.000	False	The title and abstract do not contain the required elements 'Laban Movement Analysis' and 'dance emotion'. The paper discusses Laban Movement Analysis but does not explicitly mention its use for analyzing dance emotion.
33	199159454	An Autoethnographic Process towards Creating Screendance through Laban Movement Analysis	0.000	False	The title and abstract mention 'Laban Movement Analysis' and its application in the context of screendance and choreography. However, there is no explicit mention of 'dance emotion', which is a required element for the topic 'Laban Movement Analysis for dance emotion'.
34	218042060	Folk Dance Evaluation Using Laban Movement Analysis	0.000	False	The title and abstract do not contain the required elements 'emotion' and 'Laban Movement Analysis for dance emotion'. The paper discusses 'Folk Dance Evaluation Using Laban Movement Analysis', which does not explicitly mention the analysis of emotion.
35	249893065	AI-Driven Human Motion Classification and Analysis Using Laban Movement System	0.000	False	The title and abstract do not contain explicit mentions of 'dance emotion' or any variant thereof. The paper discusses 'Laban Movement System' but does not specify its application to dance emotion.
36	151302027	La creatività motoria dei bambini in ambienti musicali “riflessivi”. Uno studio sperimentale con il test Thinking Creatively in Action and Movement (TCAM) e la Laban Movement Analysis	0.000	False	The title and abstract mention 'Laban Movement Analysis' but do not explicitly discuss 'dance emotion'. The focus appears to be on children's motor creativity and the use of the MIROR platform for enhancing creative processes and improvisation in dance education.
37	148673824	Integrating Laban Movement Analysis and Bartenieff Fundamentals; The Coaching Approach to Avoid Back Injury for a Male Ballet Dancer	0.000	False	The topic 'Laban Movement Analysis for dance emotion' requires the presence of 'Laban Movement Analysis' and 'dance emotion'. While 'Laban Movement Analysis' is mentioned in both the title and abstract, 'dance emotion' is not explicitly present. The focus of the paper is on injury prevention and movement improvement, not specifically on dance emotion.
38	140919466	Laban Movement Analysis and the body awareness of dance students.	0.000	False	The title and abstract do not contain the required element 'emotion'. The Condition Object 'Laban Movement Analysis' is present, but the Required Element 'emotion' is missing.
39	144808810	Laban Movement Analysis: A Key to Individualizing Children's Dance	0.000	False	The title and abstract do not contain the required elements 'emotion' and 'Laban Movement Analysis for dance emotion'. The paper discusses Laban Movement Analysis but does not specify its application to dance emotion.
40	144743049	Laban Movement Analysis: In Dance Education	0.000	False	The title and abstract do not contain the required elements 'dance emotion'. The title mentions 'Laban Movement Analysis' but does not specify its application to dance emotion.
41	128372758	Differentiation of ethnic culture regions using Laban Movement Analysis : a study of Bulgarian dance	0.000	False	The title and abstract do not contain the required elements 'emotion' and 'Laban Movement Analysis for dance emotion'. The paper focuses on differentiating ethnic culture regions using Laban Movement Analysis in Bulgarian dance, which does not explicitly address the topic of dance emotion.
42	142692297	Dance Dynamics. Laban Movement Analysis: Theory and Application.	0.000	False	The provided evidence does not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The title and abstract do not provide enough information to confirm the presence of all required elements.
43	109680548	Application of Laban Movement Analysis to a movement for actors training program : excerpts from a teaching collaboration	0.000	False	The required element 'dance emotion' is not explicitly present in the title or abstract.
44	151644467	안무방법론 개발을 위한 LMA(Laban Movement Analysis)의 적용성 연구	1.000	True	{'Condition Object': 'LMA (Laban Movement Analysis)', 'Required Elements': {'choreography': 'choreographers create dance through using LMA', 'emotion': 'yearning- recuperation-calm'}}
45	260927037	Movement Quality Visualization for Wheelchair Dance	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'The system uses video to identify the body landmarks of the dancer and wheelchair and extracts key features to create visualizations of expressive qualities from LMA basic effort.', 'dance emotion': 'The goal of this research is the development of a visualization system grounded on Laban Movement Analysis (LMA) that notates movement quality while opening new horizons on perceptions of disabled bodies and the artistic legitimacy of wheelchair dance.'}}
46	194039034	Laban Movement Analysis Approach to Classical Ballet Pedagogy	0.000	False	The title and abstract do not contain the required elements 'dance emotion'. The paper focuses on classical ballet pedagogy using Laban Movement Analysis, but does not explicitly mention dance emotion.
47	193303799	A new methodological application of the Laban theory of Movement Analysis in Greek traditional dance education.	0.000	False	The paper does mention 'Laban Movement Analysis' and its application in dance education, but it does not explicitly mention 'emotion' as a required element in the context of Laban Movement Analysis for dance.
48	144732439	Exploring emotional response to gesture in product interaction using Laban's movement analysis.	0.000	False	The title and abstract mention 'Laban’s effort actions' and 'emotional response to gesture', which are related to the topic. However, the specific context of 'dance emotion' is not explicitly mentioned. The focus appears to be more on product interaction rather than dance.
49	269477106	Basic Characteristics and Body Aesthetics Analysis of Modern Dance	0.000	False	The required elements 'Laban Movement Analysis' and 'dance emotion' are not explicitly present in the title or abstract.
50	150042588	The Seven Movements in Dancing Viewed through Laban Movement Analysis	0.000	False	The title and abstract do not contain the required elements 'dance emotion'. The title mentions 'Laban Movement Analysis' but does not specify its application to dance emotion.
51	191981495	Laban's Choreosophical Model: Movement Visualisation Analysis and the Graphic Media Approach to Dance Studies	0.000	False	The topic 'Laban Movement Analysis for dance emotion' requires the presence of 'Laban Movement Analysis' and 'dance emotion'. While 'Laban Movement Analysis' is implicitly covered by the discussion of Laban's graphic approach and movement analysis, there is no explicit mention of 'dance emotion' in the title or abstract.
52	252468080	Blazing fire or breezy wind? A story-driven playful experience for annotating dance movement	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'metaphors based on Laban Movement Analysis, an established framework for movement analysis and annotation', 'dance emotion': 'characterizing movement qualitatively... to foster a deeper understanding of movement annotation both as a concept and process'}}
53	249296606	A proposal for emotional intelligence development through dance movement therapy	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': 'the relationship between motor patterns and emotions'}}
54	142033211	Beyond Dance: Laban's Legacy of Movement Analysis	0.000	False	The title and abstract do not contain the exact terms 'Laban Movement Analysis' and 'dance emotion'. The title mentions 'Laban's Legacy of Movement Analysis', but it does not specify the application to dance emotion.
55	261166581	Dance Creation and Analysis under the Perspective of LBMS: Using Glowing Ocean as an Example	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': 'emotional atmosphere'}}
56	57384512	Laban's Choreosophical Model: Movement Visualisation Analysis and the Use of Graphic Media in Dance Studies	0.000	False	The topic 'Laban Movement Analysis for dance emotion' requires the presence of 'Laban Movement Analysis' and 'dance emotion'. While 'Laban Movement Analysis' is implicitly covered by the discussion of Laban's work on movement analysis, there is no explicit mention of 'dance emotion' in the title or abstract.
57	222126997	Laban/Bartenieff Movement Studies for Dance Professionals	0.000	False	The title and abstract do not contain the required elements 'Laban Movement Analysis' and 'dance emotion'. The paper focuses on Laban/Bartenieff Movement Studies but does not specify the application to dance emotion.
58	142378451	Book Review: Beyond Dance: Laban's Legacy of Movement Analysis. Eden Davies. London: Brechin Books Ltd., 2001. 204 pages, softcover, $16.95	0.000	False	The title and abstract do not contain any of the required elements for the topic 'Laban Movement Analysis for dance emotion'. The provided text does not mention 'Laban Movement Analysis', 'dance', or 'emotion' explicitly.
59	264214254	Exploring emotional response to gesture in product interaction using Laban’s movement analysis	0.000	False	The paper does mention 'Laban’s effort actions' which relates to Laban Movement Analysis, but it does not explicitly state 'Laban Movement Analysis for dance emotion'. The focus is on emotional response to gesture in product interaction rather than specifically in dance.
60	234023940	EXPRESSIVE MOVEMENT & CREATIVE DANCE PRACTICE IN TIMES OF QUARANTINE: THE #VIDLOP MOVEMENT	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': ['Laban Movement Analysis', 'dance', 'emotion']}
61	12664233	Vocalizing dance movement for interactive sonification of laban effort factors	0.000	False	The title and abstract do not contain the exact terms 'laban movement analysis' or 'dance emotion'. The paper focuses on 'vocalizing dance movement' and 'sonification of laban effort factors', which are related but not an exact match to the required elements.
62	240552438	Emotions and flamenco dance: introducing the duende in dance movement therapy	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'using the movement qualities of Laban', 'dance emotion': 'the expression of emotions, ... the relationship between basic flamenco movements and some emotions'}}
63	237775704	How painting facilitated dance movement psychotherapy interventions for a visual artist suffering from schizophrenia: Taming tigers and butterflies	1.000	True	{'Condition Object': 'dance emotion', 'Required Elements': {'Laban Movement Analysis': 'Laban Movement Analysis (LMA) were completed at baseline and at the end of the study.', 'dance': 'Twelve individual dance movement psychotherapy sessions were provided'}}
64	250148205	Dance and Movement-Led Research for Designing and Evaluating Wearable Human-Computer Interfaces	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': 'Movement analysis systems and motion computation models are reviewed and leveraged in an interactive audiovisual system, with focus on using force-sensing resistors for low-level motion descriptors and Laban Movement Analysis for higher-level movement features.'}}
65	269046622	Examining the Artistic Voices of Community College Dance Students Using a Narrative Inquiry Approach	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'we used socio-cultural theories and the Laban Movement Analysis (LMA) framework to analyze individuals’ personal construction and movement vocabulary.', 'dance': 'California community college dance classes', 'emotion': 'deeper self-understanding was a foundational component of students’ artistic voice'}}
66	271943221	‘Go shake this off’: Masculinities, mental health and a moment of dance in Ted Lasso’s ‘Beard After Hours’	1.000	True	{'Condition Object': 'dance emotion', 'Required Elements': {'Laban Movement Analysis': 'merging this concept with gender studies and dance theory (primarily Laban Movement Analysis)', 'emotion': 'pleasant pessimism... expresses and produces... an alternative way of being that is, however unintentionally, transformative'}}
67	225530095	Building Fields of Play: An examination of the use of notational analysis to reinterpret dynamic and sequential movement from Rugby Union to inform the creation of a new dance work	0.000	False	The abstract mentions 'Laban Movement Analysis' but does not explicitly mention 'dance emotion'. The focus appears to be on using elements from Rugby Union to inform the creation of a new dance work, rather than specifically analyzing dance emotion.
68	247788751	Laban based Semantic Annotation and a Digital Archive Platform for Dance Videos	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance': ['dance'], 'emotion': []}}
69	277283134	Technical analysis and simulation of dance movements based on biomechanical theory	0.000	False	The Condition Object 'Laban Movement Analysis' and the Required Element 'dance emotion' are not explicitly present in the title or abstract.
70	280448746	Dance and social engagement in motion: An Emotional Text Mining analysis	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The paper focuses on 'Emotional Text Mining' which does not align with the required elements.
71	275814415	Exploring Iconographic Concepts: Analyzing Body Movements in Creative Dance at Phanom Rung Temple, Thailand	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'Laban Movement Analysis (LMA)', 'dance emotion': 'emotional and cognitive expressions'}}
72	244144861	Do free dance movements communicate how we feel? Investigating emotion recognition in dance	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'Based on the Effort-Shape Theory by Rudolf Laban', 'dance emotion': 'Do free dance movements communicate how we feel? Investigating emotion recognition in dance'}}
73	281104079	Neural Correlates of Emotional Expression and Cognitive Processes in Odissi Dance: Implications for Real-Time Biofeedback Systems	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The focus appears to be on neural correlates and biofeedback systems in Odissi dance, which does not align with the specified topic.
74	280429548	Exploring the Aesthetic Characteristics of Shanxi Folk Dance and the Integration of Contemporary Aesthetic Culture	0.000	False	The title and abstract do not contain any of the required elements for the topic 'Laban Movement Analysis for dance emotion'. Specifically, there is no mention of 'Laban Movement Analysis' or 'dance emotion'.
75	145755107	Acting the metaphor: the Laban–Malmgren system of movement psychology and character analysis	0.000	False	The title and abstract do not contain the exact terms 'Laban Movement Analysis' or 'dance emotion'. The paper discusses the Laban–Malmgren system but does not explicitly mention its application to dance emotion.
76	265639260	Mechanisms for Affect Communication from Dance: A Mixed Methods Study	0.000	False	The required element 'Laban Movement Analysis' is not explicitly mentioned in the title or abstract.
77	203069684	Dance/Movement Therapy for Competitive Dancers: A Community Engagement Project	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': 'Young dancers often struggle to portray emotions and connect to meaningful choreography on a deep level. ... The dancers explored their emotional connection to this dance through drawing, journaling, body explorations and improvisations led by prompts.', 'Laban Movement Analysis': 'In addition to the dance/movement therapy theories, I used Laban Movement Analysis and the Bartenieff fundamentals to improve self-awareness.'}}
78	210706134	Gestures of Body Joints, Musical Pulses and Laban Effort Actions: Towards an Interactive Tool for Music and Dance	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance': 'gestures of dancers based on the Laban Movement Analysis', 'emotion': 'classify the gestures according to the eight basic Laban effort actions'}}
79	55663873	Comparison of movement notation (Laban) and traditional methodological learning success in teaching folk dances	0.000	False	The topic 'Laban Movement Analysis for dance emotion' requires the elements 'Laban Movement Analysis' and 'dance emotion'. While 'Movement Notation (Laban)' is mentioned, there is no explicit mention of 'dance emotion' in the title or abstract.
80	257978530	Mapping Indeterminacy and Chance through Movement Notation: A Study on Dance Improvisation	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The focus appears to be on movement notation and dance improvisation.
81	15182139	Motion Analysis for Folk Dance Evaluation	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'The majority of motion analysis and comparison algorithms are explicitly based on quantitative metrics and thus do not usually provide any insight on style qualities of a performance. In this work, we introduce a motion analysis and comparison framework that is based on Laban Movement Analysis (LMA)', 'dance emotion': 'The system then provides intuitive feedback about their performance, which is based on the four LMA components (Body, Effort, Shape, Space) and provides both a quantitative and qualitative evaluation of the performance.'}}
82	271528419	Dance Creation Based on the Development and Application of a Computer Three-Dimensional Auxiliary System	0.000	False	The required elements 'Laban Movement Analysis' and 'dance emotion' are not explicitly present in the title or abstract.
83	57566602	Mapping Indeterminacy and Chance through Movement Notation: A Study on Dance Improvisation	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': "The abstract mentions 'the effort action from Laban Movement Analysis' which is related to the emotional aspects of movement in dance."}}
84	277937289	Optimization of Image Recognition Technology for Dance Theatre Creation and Evaluation of Its Effectiveness	0.000	False	The Condition Object 'Laban Movement Analysis' and the Required Element 'dance emotion' are not explicitly present in the title or abstract.
85	142389342	The Harmonic Structure of Movement, Music, and Dance According to Rudolf Laban: An Examination of His Unpublished Writings and Drawings	0.000	False	The title and abstract do not contain explicit mentions of 'Laban Movement Analysis' or 'dance emotion'. While the paper discusses Rudolf Laban's work on movement and dance, it does not specifically address Laban Movement Analysis in the context of dance emotion.
86	147283641	Opposites attract: holistic emotional regulation using dance/movement therapy and the doshas in Ayurveda	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The paper focuses on holistic emotional regulation using dance/movement therapy and Ayurveda.
87	42903517	Movement Awareness through Emotion Based Aesthetic Visualisation	0.000	False	The required element 'Laban Movement Analysis' is not explicitly mentioned in the title or abstract.
88	279249798	THE CONCEPT EMOTION IN THE ENGLISH DANCESPORT DISCOURSE	0.000	False	The required elements 'Laban Movement Analysis' and 'dance emotion' are not explicitly present in the title or abstract. The abstract discusses the concept of emotion in dance but does not mention Laban Movement Analysis.
89	24709510	Expression of Emotions in Dance: Relation between Arm Movement Characteristics and Emotion	0.000	False	The title and abstract do not contain the exact term 'Laban Movement Analysis'. The topic 'Laban Movement Analysis for dance emotion' requires this specific methodology to be mentioned explicitly.
90	145165250	Rudolf von Laban's Labanotation: the origin of notational analysis methods in sport sciences. (La Labanotación de Rudolf von Laban:el origen de los métodos de análisis notacional en las ciencias del deporte).	0.000	False	The paper does not explicitly mention 'Laban Movement Analysis' or 'dance emotion'. The focus appears to be on Labanotation and its influence on notational analysis methods in sport sciences.
91	258382723	Eliciting awe in the spectator: The case of a Dhrupad-based dance performance	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The focus is on eliciting awe through a Dhrupad-based dance performance.
92	156821991	Analysis of the Role of Dance Movement on the Reform of Public Physical Education Teaching in Colleges and Universities	0.000	False	The required elements 'Laban Movement Analysis' and 'dance emotion' are not explicitly present in the title or abstract.
93	195015026	幼小中高ダンス教育におけるCreative Dance授業の実践 : Laban Movement AnalysisおよびBartenieﬀ Fundamentalsを基に	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': ['Laban Movement Analysis', 'dance']}
94	146979619	Emotion-driven encoding of music preference and personality in dance	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The focus appears to be on music preference and personality in dance, which does not align with the required elements.
95	269946405	Creative dance – practising and improving … what? A study in physical education teacher education	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The focus appears to be on creative dance in the context of physical education teacher education, exploring the knowledge in movement that students were practicing.
96	152003348	Reflections on Dance/Movement Therapy and Interpersonal Neurobiology: The First 50 Years	0.000	False	The title and abstract do not contain any of the required elements 'Laban Movement Analysis' or 'dance emotion'.
97	144116335	Time Out of Time: Dance/Movement Therapy on the Onco-hemotology Unit of a Pediatric Hospital	0.000	False	The provided evidence does not contain any of the required elements for the topic 'Laban Movement Analysis for dance emotion'. The title and abstract do not mention Laban Movement Analysis or any specific focus on dance emotion.
98	278864421	Creativity of formal analysis in the study of ballroom dancing choreography	1.000	True	{'Condition Object': 'Laban Movement Analysis', 'Required Elements': {'dance emotion': "The abstract does not explicitly mention 'dance emotion'. However, the analysis of body movement in space by Rudolf von Laban is mentioned, which is a key component of Laban Movement Analysis, and the study involves ballroom dancing, which can be related to emotional expression in dance."}}
99	272912055	85 A synthesis of the qualitative evidence exploring participants’ experiences of intergenerational dance programmes	0.000	False	The title and abstract do not contain any mention of 'Laban Movement Analysis' or 'dance emotion'. The focus is on intergenerational dance programmes and their effects on physical activity and loneliness.
100	191630261	FROM WEIMAR MOVEMENT CHOIR TO NAZI COMMUNITY DANCE: THE RISE AND FALL OF RUDOLF LABAN'S FESTKULTUR	0.000	False	The title and abstract do not contain any explicit mention of 'Laban Movement Analysis' or 'dance emotion'. The focus is on Rudolf Laban's career and the historical context of his work during the Weimar Republic and the Nazi period.
101	219020429	‘There is no right or wrong way': exploring expressive dance assignments in physical education	0.000	False	The abstract mentions 'Rudolf Laban’s framework of movement', which is related to Laban Movement Analysis. However, there is no explicit mention of 'dance emotion'. Therefore, the paper does not meet all the required elements for the topic 'Laban Movement Analysis for dance emotion'.
102	205207160	Dance movement therapy for dementia.	0.000	False	The required element 'Laban Movement Analysis' is not explicitly mentioned in the title or abstract.
103	141514097	Preventive effects of group dance movement therapy on participants of oriental dance courses	1.000	True	{'Condition Object': 'Laban Movement Analysis for dance emotion', 'Required Elements': {'Laban Movement Analysis': 'Laban movement analysis - LMA', 'dance emotion': 'dance as an expressive means of non-verbal communication in the therapeutic process'}}
104	1814718	Rudolf Laban and Topological Movement	0.000	False	The title and abstract do not contain the required elements 'Laban Movement Analysis' and 'dance emotion'. The title mentions 'Rudolf Laban' but does not specify 'Laban Movement Analysis'. There is no mention of 'dance emotion'.
105	254235779	Reflections on Dance/Movement Therapy and Interpersonal Neurobiology: The First 50 Years	0.000	False	The title and abstract do not contain any of the required elements 'Laban Movement Analysis' or 'dance emotion'.
106	17819644	Comparing the Kinetics of Movement while Expressing Different Emotions during the Korean Traditional Dance Movement Gam-ki	0.000	False	The paper does not mention 'Laban Movement Analysis' explicitly. While it discusses movement and emotion in dance, the specific methodology required for the topic is not present.
